HOG	OG	Gene Tree Parent Clade	Auxenochlorella_protothecoides	Chlorella_A99	Chlorella_KRBP	Chlorella_Sorokiniana1602	Chlorella_VariabilisNC64A	Chlorella_Vulgaris2111P	Coccomyxa_SubellipsoideaC169	Micractinium_SAG24180	Scenedesmus_NREL	Scenedesmus_PABB004
N7.HOG0000339	OG0000059	n8					XP_005842738.1 hypothetical protein CHLNCDRAFT_28926_ partial [Chlorella variabilis], XP_005844783.1 hypothetical protein CHLNCDRAFT_138656 [Chlorella variabilis]	KAI3430825.1 hypothetical protein D9Q98_009236 [Chlorella vulgaris]				
N7.HOG0000340	OG0000059	n21					XP_005843771.1 hypothetical protein CHLNCDRAFT_49195 [Chlorella variabilis]	KAI3439001.1 hypothetical protein D9Q98_001413 [Chlorella vulgaris]				
N7.HOG0000341	OG0000059	n23					XP_005850074.1 hypothetical protein CHLNCDRAFT_142112 [Chlorella variabilis]	KAI3428122.1 hypothetical protein D9Q98_006505 [Chlorella vulgaris]				
N7.HOG0000342	OG0000059	n27					XP_005843349.1 hypothetical protein CHLNCDRAFT_141273 [Chlorella variabilis]	KAI3430446.1 hypothetical protein D9Q98_005041 [Chlorella vulgaris]				
N7.HOG0000343	OG0000060	n9						KAI3430814.1 hypothetical protein D9Q98_009225 [Chlorella vulgaris]				
N7.HOG0000344	OG0000060	n11						KAI3433447.1 hypothetical protein D9Q98_003261 [Chlorella vulgaris]				
N7.HOG0000345	OG0000060	n16					XP_005844700.1 hypothetical protein CHLNCDRAFT_138629 [Chlorella variabilis]					
N7.HOG0000346	OG0000060	n25					XP_005844698.1 hypothetical protein CHLNCDRAFT_138627 [Chlorella variabilis]	KAI3430812.1 hypothetical protein D9Q98_009223 [Chlorella vulgaris]				
N7.HOG0000347	OG0000062	n6					XP_005847774.1 hypothetical protein CHLNCDRAFT_133902 [Chlorella variabilis]	KAI3425838.1 hypothetical protein D9Q98_007812 [Chlorella vulgaris]				
N7.HOG0000348	OG0000062	n8						KAI3426145.1 hypothetical protein D9Q98_008522 [Chlorella vulgaris], KAI3426144.1 hypothetical protein D9Q98_008522 [Chlorella vulgaris]				
N7.HOG0000349	OG0000062	n13					XP_005848218.1 hypothetical protein CHLNCDRAFT_51740 [Chlorella variabilis]	KAI3426143.1 hypothetical protein D9Q98_008521 [Chlorella vulgaris], KAI3426142.1 hypothetical protein D9Q98_008521 [Chlorella vulgaris]				
N7.HOG0000350	OG0000062	n23					XP_005848205.1 hypothetical protein CHLNCDRAFT_144696 [Chlorella variabilis]	KAI3426120.1 hypothetical protein D9Q98_008499 [Chlorella vulgaris]				
N7.HOG0000351	OG0000063	n3					XP_005850762.1 hypothetical protein CHLNCDRAFT_50486 [Chlorella variabilis]					
N7.HOG0000352	OG0000063	n7					XP_005842615.1 hypothetical protein CHLNCDRAFT_29058 [Chlorella variabilis], XP_005843458.1 hypothetical protein CHLNCDRAFT_59259 [Chlorella variabilis], XP_005850528.1 expressed protein [Chlorella variabilis], XP_005845519.1 hypothetical protein CHLNCDRAFT_136616 [Chlorella variabilis], XP_005843447.1 hypothetical protein CHLNCDRAFT_55168 [Chlorella variabilis], XP_005842754.1 hypothetical protein CHLNCDRAFT_144639 [Chlorella variabilis], XP_005851042.1 hypothetical protein CHLNCDRAFT_50487 [Chlorella variabilis], XP_005847720.1 hypothetical protein CHLNCDRAFT_52245 [Chlorella variabilis], XP_005844673.1 expressed protein [Chlorella variabilis], XP_005846096.1 hypothetical protein CHLNCDRAFT_135985 [Chlorella variabilis], XP_005852046.1 hypothetical protein CHLNCDRAFT_133020 [Chlorella variabilis], XP_005846333.1 hypothetical protein CHLNCDRAFT_135745 [Chlorella variabilis], XP_005850440.1 hypothetical protein CHLNCDRAFT_142380 [Chlorella variabilis], XP_005848398.1 hypothetical protein CHLNCDRAFT_144688 [Chlorella variabilis], XP_005842981.1 hypothetical protein CHLNCDRAFT_141678 [Chlorella variabilis], XP_005842673.1 hypothetical protein CHLNCDRAFT_137232 [Chlorella variabilis], XP_005849107.1 hypothetical protein CHLNCDRAFT_143663_ partial [Chlorella variabilis], XP_005843452.1 hypothetical protein CHLNCDRAFT_141072 [Chlorella variabilis], XP_005843419.1 hypothetical protein CHLNCDRAFT_141059 [Chlorella variabilis], XP_005849189.1 hypothetical protein CHLNCDRAFT_143868 [Chlorella variabilis], XP_005844546.1 hypothetical protein CHLNCDRAFT_138984 [Chlorella variabilis]	KAI3434646.1 hypothetical protein D9Q98_002711 [Chlorella vulgaris]				
N7.HOG0000353	OG0000063	n28					XP_005849016.1 hypothetical protein CHLNCDRAFT_144604 [Chlorella variabilis]	KAI3426836.1 hypothetical protein D9Q98_006783 [Chlorella vulgaris]				
N7.HOG0000354	OG0000064	n5					XP_005844534.1 hypothetical protein CHLNCDRAFT_58881 [Chlorella variabilis]	KAI3430251.1 hypothetical protein D9Q98_004847 [Chlorella vulgaris]				
N7.HOG0000355	OG0000064	n7					XP_005847246.1 hypothetical protein CHLNCDRAFT_31223 [Chlorella variabilis]					
N7.HOG0000356	OG0000064	n15					XP_005843899.1 hypothetical protein CHLNCDRAFT_32941 [Chlorella variabilis]	KAI3434468.1 hypothetical protein D9Q98_002545 [Chlorella vulgaris]				
N7.HOG0000357	OG0000064	n23					XP_005844634.1 hypothetical protein CHLNCDRAFT_138949 [Chlorella variabilis]	KAI3430253.1 hypothetical protein D9Q98_004849 [Chlorella vulgaris]				
N7.HOG0000358	OG0000065	n3					XP_005848887.1 hypothetical protein CHLNCDRAFT_144274 [Chlorella variabilis], XP_005848680.1 hypothetical protein CHLNCDRAFT_144272 [Chlorella variabilis], XP_005845896.1 hypothetical protein CHLNCDRAFT_53601 [Chlorella variabilis]	KAI3425227.1 hypothetical protein D9Q98_008995 [Chlorella vulgaris], KAI3425222.1 hypothetical protein D9Q98_008990 [Chlorella vulgaris]				
N7.HOG0000359	OG0000065	n17					XP_005846686.1 hypothetical protein CHLNCDRAFT_135415 [Chlorella variabilis], XP_005848379.1 hypothetical protein CHLNCDRAFT_22572_ partial [Chlorella variabilis]	KAI3424962.1 hypothetical protein D9Q98_008343 [Chlorella vulgaris]				
N7.HOG0000360	OG0000065	n28						KAI3427112.1 hypothetical protein D9Q98_007049 [Chlorella vulgaris]				
N7.HOG0000361	OG0000066	n1					XP_005847234.1 hypothetical protein CHLNCDRAFT_134195 [Chlorella variabilis]	KAI3428731.1 hypothetical protein D9Q98_007555 [Chlorella vulgaris], KAI3428732.1 hypothetical protein D9Q98_007556 [Chlorella vulgaris]				
N7.HOG0000362	OG0000066	n10					XP_005848039.1 hypothetical protein CHLNCDRAFT_145219 [Chlorella variabilis]	KAI3437905.1 hypothetical protein D9Q98_000350 [Chlorella vulgaris]				
N7.HOG0000363	OG0000066	n16					XP_005843274.1 hypothetical protein CHLNCDRAFT_141311 [Chlorella variabilis]					
N7.HOG0000364	OG0000069	n1					XP_005848732.1 hypothetical protein CHLNCDRAFT_57527 [Chlorella variabilis]	KAI3426981.1 hypothetical protein D9Q98_006925 [Chlorella vulgaris]				
N7.HOG0000365	OG0000069	n12					XP_005843734.1 hypothetical protein CHLNCDRAFT_140066 [Chlorella variabilis]	KAI3424311.1 hypothetical protein D9Q98_009864 [Chlorella vulgaris]				
N7.HOG0000366	OG0000069	n22					XP_005851069.1 hypothetical protein CHLNCDRAFT_19360_ partial [Chlorella variabilis]	KAI3433912.1 hypothetical protein D9Q98_003714 [Chlorella vulgaris]				
N7.HOG0000367	OG0000070	n5					XP_005848820.1 hypothetical protein CHLNCDRAFT_51485 [Chlorella variabilis]	KAI3427231.1 hypothetical protein D9Q98_007166 [Chlorella vulgaris]				
N7.HOG0000368	OG0000070	n12					XP_005847923.1 hypothetical protein CHLNCDRAFT_145338 [Chlorella variabilis]	KAI3437808.1 hypothetical protein D9Q98_000255 [Chlorella vulgaris]				
N7.HOG0000369	OG0000070	n16					XP_005848597.1 hypothetical protein CHLNCDRAFT_144089 [Chlorella variabilis], XP_005848599.1 expressed protein [Chlorella variabilis], XP_005848598.1 expressed protein [Chlorella variabilis]	KAI3427256.1 hypothetical protein D9Q98_007190 [Chlorella vulgaris]				
N7.HOG0000370	OG0000070	n24					XP_005848019.1 hypothetical protein CHLNCDRAFT_52200 [Chlorella variabilis]	KAI3437586.1 hypothetical protein D9Q98_000039 [Chlorella vulgaris]				
N7.HOG0000371	OG0000070	n29						KAI3434901.1 hypothetical protein D9Q98_002955 [Chlorella vulgaris]				
N7.HOG0000372	OG0000071	n11					XP_005843149.1 hypothetical protein CHLNCDRAFT_33257 [Chlorella variabilis]	KAI3424455.1 hypothetical protein D9Q98_010007 [Chlorella vulgaris]				
N7.HOG0000373	OG0000071	n12					XP_005843148.1 hypothetical protein CHLNCDRAFT_141552 [Chlorella variabilis]	KAI3424454.1 hypothetical protein D9Q98_010006 [Chlorella vulgaris]				
N7.HOG0000374	OG0000071	n13					XP_005843147.1 hypothetical protein CHLNCDRAFT_37582_ partial [Chlorella variabilis]	KAI3424094.1 hypothetical protein D9Q98_009456 [Chlorella vulgaris]				
N7.HOG0000375	OG0000071	n18					XP_005845612.1 hypothetical protein CHLNCDRAFT_136852 [Chlorella variabilis]	KAI3424232.1 hypothetical protein D9Q98_009588 [Chlorella vulgaris]				
N7.HOG0000376	OG0000071	n19					XP_005845710.1 hypothetical protein CHLNCDRAFT_32147 [Chlorella variabilis]	KAI3424231.1 hypothetical protein D9Q98_009587 [Chlorella vulgaris]				
N7.HOG0000377	OG0000071	n22					XP_005845648.1 hypothetical protein CHLNCDRAFT_136678 [Chlorella variabilis]	KAI3424158.1 hypothetical protein D9Q98_009517 [Chlorella vulgaris]				
N7.HOG0000378	OG0000072	n2					XP_005844074.1 hypothetical protein CHLNCDRAFT_139468 [Chlorella variabilis]	KAI3430561.1 hypothetical protein D9Q98_005154 [Chlorella vulgaris]				
N7.HOG0000379	OG0000072	n18					XP_005843640.1 hypothetical protein CHLNCDRAFT_54976 [Chlorella variabilis], XP_005849024.1 hypothetical protein CHLNCDRAFT_143440 [Chlorella variabilis], XP_005849027.1 hypothetical protein CHLNCDRAFT_143443 [Chlorella variabilis], XP_005849026.1 hypothetical protein CHLNCDRAFT_143442 [Chlorella variabilis]	KAI3435017.1 hypothetical protein D9Q98_003069 [Chlorella vulgaris]				
N7.HOG0000380	OG0000072	n23					XP_005851221.1 hypothetical protein CHLNCDRAFT_49959 [Chlorella variabilis]	KAI3433579.1 hypothetical protein D9Q98_003390 [Chlorella vulgaris]				
N7.HOG0000381	OG0000072	n26					XP_005851219.1 hypothetical protein CHLNCDRAFT_49957 [Chlorella variabilis], XP_005851220.1 hypothetical protein CHLNCDRAFT_137918 [Chlorella variabilis]	KAI3433580.1 hypothetical protein D9Q98_003391 [Chlorella vulgaris]				
N7.HOG0000382	OG0000073	n16					XP_005851991.1 hypothetical protein CHLNCDRAFT_132900 [Chlorella variabilis], XP_005850391.1 hypothetical protein CHLNCDRAFT_142269 [Chlorella variabilis]	KAI3428260.1 hypothetical protein D9Q98_006639 [Chlorella vulgaris], KAI3428261.1 hypothetical protein D9Q98_006640 [Chlorella vulgaris]				
N7.HOG0000383	OG0000073	n24					XP_005849172.1 hypothetical protein CHLNCDRAFT_143823 [Chlorella variabilis]					
N7.HOG0000384	OG0000073	n25					XP_005846834.1 hypothetical protein CHLNCDRAFT_53084 [Chlorella variabilis]	KAI3424943.1 hypothetical protein D9Q98_008325 [Chlorella vulgaris]				
N7.HOG0000385	OG0000074	n6					XP_005845679.1 hypothetical protein CHLNCDRAFT_136763 [Chlorella variabilis]					
N7.HOG0000386	OG0000074	n7					XP_005845678.1 hypothetical protein CHLNCDRAFT_136762 [Chlorella variabilis]					
N7.HOG0000387	OG0000074	n11					XP_005843071.1 hypothetical protein CHLNCDRAFT_141607 [Chlorella variabilis]					
N7.HOG0000388	OG0000075	n8					XP_005845788.1 hypothetical protein CHLNCDRAFT_53614 [Chlorella variabilis], XP_005843090.1 hypothetical protein CHLNCDRAFT_55450 [Chlorella variabilis]					
N7.HOG0000389	OG0000075	n12					XP_005848747.1 hypothetical protein CHLNCDRAFT_144450 [Chlorella variabilis]					
N7.HOG0000390	OG0000075	n18					XP_005843135.1 hypothetical protein CHLNCDRAFT_59345 [Chlorella variabilis], XP_005843125.1 hypothetical protein CHLNCDRAFT_59342 [Chlorella variabilis], XP_005843642.1 hypothetical protein CHLNCDRAFT_139983 [Chlorella variabilis], XP_005843708.1 hypothetical protein CHLNCDRAFT_54991 [Chlorella variabilis]					
N7.HOG0000391	OG0000075	n23					XP_005848989.1 expressed protein [Chlorella variabilis]					
N7.HOG0000392	OG0000075	n28					XP_005845536.1 hypothetical protein CHLNCDRAFT_53708 [Chlorella variabilis]					
N7.HOG0000393	OG0000076	n1					XP_005843653.1 hypothetical protein CHLNCDRAFT_140013 [Chlorella variabilis]	KAI3424362.1 hypothetical protein D9Q98_009915 [Chlorella vulgaris]				
N7.HOG0000394	OG0000076	n15					XP_005843345.1 hypothetical protein CHLNCDRAFT_141263 [Chlorella variabilis]	KAI3430457.1 hypothetical protein D9Q98_005052 [Chlorella vulgaris]				
N7.HOG0000395	OG0000076	n20					XP_005849314.1 hypothetical protein CHLNCDRAFT_143653 [Chlorella variabilis]	KAI3434845.1 hypothetical protein D9Q98_002899 [Chlorella vulgaris]				
N7.HOG0000396	OG0000076	n21					XP_005849312.1 hypothetical protein CHLNCDRAFT_143650 [Chlorella variabilis], XP_005849313.1 hypothetical protein CHLNCDRAFT_143651 [Chlorella variabilis]	KAI3434846.1 hypothetical protein D9Q98_002900 [Chlorella vulgaris]				
N7.HOG0000397	OG0000076	n25					XP_005846046.1 hypothetical protein CHLNCDRAFT_136187 [Chlorella variabilis]	KAI3431471.1 hypothetical protein D9Q98_004523 [Chlorella vulgaris]				
N7.HOG0000398	OG0000076	n28						KAI3438687.1 hypothetical protein D9Q98_001107 [Chlorella vulgaris]				
N7.HOG0000399	OG0000077	n1						KAI3434629.1 hypothetical protein D9Q98_002696 [Chlorella vulgaris]				
N7.HOG0000400	OG0000077	n2						KAI3434665.1 hypothetical protein D9Q98_002729 [Chlorella vulgaris], KAI3434659.1 hypothetical protein D9Q98_002723 [Chlorella vulgaris], KAI3436443.1 hypothetical protein D9Q98_005860 [Chlorella vulgaris], KAI3433459.1 hypothetical protein D9Q98_003272 [Chlorella vulgaris], KAI3433481.1 hypothetical protein D9Q98_003293 [Chlorella vulgaris], KAI3433468.1 hypothetical protein D9Q98_003280 [Chlorella vulgaris], KAI3433467.1 hypothetical protein D9Q98_003280 [Chlorella vulgaris], KAI3433353.1 hypothetical protein D9Q98_003171 [Chlorella vulgaris], KAI3433499.1 hypothetical protein D9Q98_003311 [Chlorella vulgaris], KAI3433501.1 hypothetical protein D9Q98_003313 [Chlorella vulgaris], KAI3433479.1 hypothetical protein D9Q98_003291 [Chlorella vulgaris], KAI3436420.1 hypothetical protein D9Q98_005837 [Chlorella vulgaris], KAI3434613.1 hypothetical protein D9Q98_002681 [Chlorella vulgaris], KAI3436821.1 hypothetical protein D9Q98_006231 [Chlorella vulgaris], KAI3436439.1 hypothetical protein D9Q98_005856 [Chlorella vulgaris], KAI3436496.1 hypothetical protein D9Q98_005913 [Chlorella vulgaris], KAI3426877.1 hypothetical protein D9Q98_006823 [Chlorella vulgaris], KAI3436464.1 hypothetical protein D9Q98_005881 [Chlorella vulgaris], KAI3434621.1 hypothetical protein D9Q98_002688 [Chlorella vulgaris], KAI3434653.1 hypothetical protein D9Q98_002718 [Chlorella vulgaris]				
N7.HOG0000401	OG0000078	n1					XP_005848034.1 hypothetical protein CHLNCDRAFT_145205 [Chlorella variabilis]	KAI3437917.1 hypothetical protein D9Q98_000362 [Chlorella vulgaris]				
N7.HOG0000402	OG0000078	n10						KAI3432447.1 hypothetical protein D9Q98_003998 [Chlorella vulgaris], KAI3432446.1 hypothetical protein D9Q98_003998 [Chlorella vulgaris]				
N7.HOG0000403	OG0000078	n21					XP_005850730.1 hypothetical protein CHLNCDRAFT_29926 [Chlorella variabilis]	KAI3436493.1 hypothetical protein D9Q98_005910 [Chlorella vulgaris]				
N7.HOG0000404	OG0000078	n26					XP_005851279.1 hypothetical protein CHLNCDRAFT_29590 [Chlorella variabilis]	KAI3433465.1 hypothetical protein D9Q98_003278 [Chlorella vulgaris]				
N7.HOG0000405	OG0000079	n9					XP_005850065.1 heat shock protein 70 [Chlorella variabilis]	KAI3428104.1 hypothetical protein D9Q98_006487 [Chlorella vulgaris]				
N7.HOG0000406	OG0000079	n12					XP_005843891.1 heat shock protein 70 [Chlorella variabilis]	KAI3434525.1 hypothetical protein D9Q98_002598 [Chlorella vulgaris]				
N7.HOG0000407	OG0000079	n16					XP_005845752.1 hypothetical protein CHLNCDRAFT_48993 [Chlorella variabilis]	KAI3426260.1 hypothetical protein D9Q98_008635 [Chlorella vulgaris]				
N7.HOG0000408	OG0000079	n21					XP_005842772.1 hypothetical protein CHLNCDRAFT_144025_ partial [Chlorella variabilis]	KAI3433911.1 hypothetical protein D9Q98_003713 [Chlorella vulgaris]				
N7.HOG0000409	OG0000080	n6						KAI3427441.1 hypothetical protein D9Q98_010356 [Chlorella vulgaris]				
N7.HOG0000410	OG0000080	n9					XP_005848657.1 hypothetical protein CHLNCDRAFT_57487 [Chlorella variabilis]	KAI3427152.1 hypothetical protein D9Q98_007089 [Chlorella vulgaris]				
N7.HOG0000411	OG0000080	n14					XP_005843258.1 hypothetical protein CHLNCDRAFT_141380 [Chlorella variabilis]	KAI3427443.1 hypothetical protein D9Q98_010358 [Chlorella vulgaris], KAI3431786.1 hypothetical protein D9Q98_010539 [Chlorella vulgaris]				
N7.HOG0000412	OG0000080	n19						KAI3429846.1 hypothetical protein D9Q98_010158 [Chlorella vulgaris], KAI3429845.1 hypothetical protein D9Q98_010157 [Chlorella vulgaris]				
N7.HOG0000413	OG0000080	n23					XP_005850150.1 hypothetical protein CHLNCDRAFT_142285 [Chlorella variabilis]	KAI3428273.1 hypothetical protein D9Q98_006652 [Chlorella vulgaris]				
N7.HOG0000414	OG0000080	n24					XP_005850149.1 hypothetical protein CHLNCDRAFT_142283 [Chlorella variabilis]					
N7.HOG0000415	OG0000080	n25						KAI3428272.1 hypothetical protein D9Q98_006651 [Chlorella vulgaris]				
N7.HOG0000416	OG0000080	n26						KAI3429844.1 hypothetical protein D9Q98_010156 [Chlorella vulgaris]				
N7.HOG0000417	OG0000081	n1						KAI3428120.1 hypothetical protein D9Q98_006503 [Chlorella vulgaris]				
N7.HOG0000418	OG0000081	n10					XP_005850357.1 hypothetical protein CHLNCDRAFT_20234_ partial [Chlorella variabilis]					
N7.HOG0000419	OG0000081	n12					XP_005849962.1 hypothetical protein CHLNCDRAFT_143322 [Chlorella variabilis]	KAI3438931.1 hypothetical protein D9Q98_001345 [Chlorella vulgaris]				
N7.HOG0000420	OG0000081	n14					XP_005851503.1 hypothetical protein CHLNCDRAFT_49947 [Chlorella variabilis]	KAI3433601.1 hypothetical protein D9Q98_003411 [Chlorella vulgaris]				
N7.HOG0000421	OG0000081	n24						KAI3428113.1 hypothetical protein D9Q98_006496 [Chlorella vulgaris]				
N7.HOG0000422	OG0000082	n7					XP_005849820.1 hypothetical protein CHLNCDRAFT_20808 [Chlorella variabilis]					
N7.HOG0000423	OG0000082	n9					XP_005849160.1 hypothetical protein CHLNCDRAFT_11072_ partial [Chlorella variabilis]	KAI3434745.1 hypothetical protein D9Q98_002805 [Chlorella vulgaris]				
N7.HOG0000424	OG0000082	n18					XP_005843186.1 hypothetical protein CHLNCDRAFT_28390_ partial [Chlorella variabilis]					
N7.HOG0000425	OG0000082	n22					XP_005848698.1 hypothetical protein CHLNCDRAFT_11527_ partial [Chlorella variabilis]					
N7.HOG0000426	OG0000082	n24					XP_005848697.1 hypothetical protein CHLNCDRAFT_144329 [Chlorella variabilis]	KAI3427061.1 hypothetical protein D9Q98_007001 [Chlorella vulgaris]				
N7.HOG0000427	OG0000083	n1					XP_005851028.1 hypothetical protein CHLNCDRAFT_19903 [Chlorella variabilis]	KAI3436451.1 hypothetical protein D9Q98_005868 [Chlorella vulgaris]				
N7.HOG0000428	OG0000083	n12					XP_005851024.1 hypothetical protein CHLNCDRAFT_140883 [Chlorella variabilis]	KAI3436465.1 hypothetical protein D9Q98_005882 [Chlorella vulgaris], KAI3436463.1 hypothetical protein D9Q98_005880 [Chlorella vulgaris]				
N7.HOG0000429	OG0000083	n16					XP_005851027.1 hypothetical protein CHLNCDRAFT_17236_ partial [Chlorella variabilis]	KAI3436454.1 hypothetical protein D9Q98_005871 [Chlorella vulgaris], KAI3436457.1 hypothetical protein D9Q98_005874 [Chlorella vulgaris], KAI3436452.1 hypothetical protein D9Q98_005869 [Chlorella vulgaris]				
N7.HOG0000430	OG0000083	n25						KAI3436456.1 hypothetical protein D9Q98_005873 [Chlorella vulgaris]				
N7.HOG0000431	OG0000084	n1					XP_005848464.1 hypothetical protein CHLNCDRAFT_10178_ partial [Chlorella variabilis]	KAI3426243.1 hypothetical protein D9Q98_008619 [Chlorella vulgaris]				
N7.HOG0000432	OG0000084	n9					XP_005847962.1 hypothetical protein CHLNCDRAFT_145435 [Chlorella variabilis]	KAI3437731.1 hypothetical protein D9Q98_000179 [Chlorella vulgaris]				
N7.HOG0000433	OG0000084	n14					XP_005843968.1 hypothetical protein CHLNCDRAFT_27694 [Chlorella variabilis]					
N7.HOG0000434	OG0000084	n20					XP_005843662.1 hypothetical protein CHLNCDRAFT_140033 [Chlorella variabilis]					
N7.HOG0000435	OG0000084	n22					XP_005850314.1 hypothetical protein CHLNCDRAFT_57054 [Chlorella variabilis]	KAI3428091.1 hypothetical protein D9Q98_006474 [Chlorella vulgaris]				
N7.HOG0000436	OG0000085	n0					XP_005843952.1 expressed protein [Chlorella variabilis]	KAI3425327.1 hypothetical protein D9Q98_009091 [Chlorella vulgaris]				
N7.HOG0000437	OG0000087	n1					XP_005847969.1 hypothetical protein CHLNCDRAFT_145456 [Chlorella variabilis]	KAI3437713.1 hypothetical protein D9Q98_000161 [Chlorella vulgaris]				
N7.HOG0000438	OG0000087	n16					XP_005843145.1 hypothetical protein CHLNCDRAFT_141550 [Chlorella variabilis]	KAI3424452.1 hypothetical protein D9Q98_010004 [Chlorella vulgaris]				
N7.HOG0000439	OG0000087	n25					XP_005843120.1 hypothetical protein CHLNCDRAFT_141568 [Chlorella variabilis]	KAI3424474.1 hypothetical protein D9Q98_010024 [Chlorella vulgaris]				
N7.HOG0000440	OG0000088	n5						KAI3436255.1 hypothetical protein D9Q98_002308 [Chlorella vulgaris]				
N7.HOG0000441	OG0000088	n9					XP_005849324.1 hypothetical protein CHLNCDRAFT_143689 [Chlorella variabilis]	KAI3434822.1 hypothetical protein D9Q98_002878 [Chlorella vulgaris], KAI3434821.1 hypothetical protein D9Q98_002878 [Chlorella vulgaris]				
N7.HOG0000442	OG0000088	n12					XP_005849325.1 hypothetical protein CHLNCDRAFT_143690 [Chlorella variabilis]					
N7.HOG0000443	OG0000088	n14					XP_005849112.1 hypothetical protein CHLNCDRAFT_34881 [Chlorella variabilis]	KAI3434834.1 hypothetical protein D9Q98_002889 [Chlorella vulgaris]				
N7.HOG0000444	OG0000089	n2					XP_005845365.1 expressed protein [Chlorella variabilis]	KAI3436057.1 hypothetical protein D9Q98_002116 [Chlorella vulgaris]				
N7.HOG0000445	OG0000089	n10					XP_005850244.1 hypothetical protein CHLNCDRAFT_50533 [Chlorella variabilis]	KAI3427956.1 hypothetical protein D9Q98_006346 [Chlorella vulgaris]				
N7.HOG0000446	OG0000089	n18					XP_005851063.1 hypothetical protein CHLNCDRAFT_137556 [Chlorella variabilis]	KAI3433897.1 hypothetical protein D9Q98_003699 [Chlorella vulgaris]				
N7.HOG0000447	OG0000089	n21					XP_005846631.1 expressed protein [Chlorella variabilis]	KAI3425074.1 hypothetical protein D9Q98_008452 [Chlorella vulgaris]				
N7.HOG0000448	OG0000090	n2					XP_005847380.1 hypothetical protein CHLNCDRAFT_35524 [Chlorella variabilis]	KAI3428724.1 hypothetical protein D9Q98_007548 [Chlorella vulgaris]				
N7.HOG0000449	OG0000090	n11					XP_005844216.1 hypothetical protein CHLNCDRAFT_27053_ partial [Chlorella variabilis]	KAI3432387.1 hypothetical protein D9Q98_003943 [Chlorella vulgaris]				
N7.HOG0000450	OG0000090	n16						KAI3428725.1 hypothetical protein D9Q98_007549 [Chlorella vulgaris]				
N7.HOG0000451	OG0000090	n18					XP_005844298.1 hypothetical protein CHLNCDRAFT_37067 [Chlorella variabilis]	KAI3432388.1 hypothetical protein D9Q98_003944 [Chlorella vulgaris]				
N7.HOG0000452	OG0000091	n1					XP_005852059.1 protein phosphatase 2A catalytic subunit [Chlorella variabilis]	KAI3429373.1 hypothetical protein D9Q98_005468 [Chlorella vulgaris]				
N7.HOG0000453	OG0000091	n12					XP_005843716.1 protein phosphatase X [Chlorella variabilis]	KAI3424357.1 hypothetical protein D9Q98_009910 [Chlorella vulgaris]				
N7.HOG0000454	OG0000091	n18					XP_005843955.1 phosphoprotein phosphatase [Chlorella variabilis]	KAI3434562.1 hypothetical protein D9Q98_002635 [Chlorella vulgaris]				
N7.HOG0000455	OG0000092	n2					XP_005844846.1 hypothetical protein CHLNCDRAFT_138321 [Chlorella variabilis]	KAI3431715.1 hypothetical protein D9Q98_004759 [Chlorella vulgaris]				
N7.HOG0000456	OG0000092	n16					XP_005848091.1 hypothetical protein CHLNCDRAFT_145360 [Chlorella variabilis]	KAI3437791.1 hypothetical protein D9Q98_000238 [Chlorella vulgaris]				
N7.HOG0000457	OG0000092	n20					XP_005851774.1 expressed protein [Chlorella variabilis]	KAI3429492.1 hypothetical protein D9Q98_005581 [Chlorella vulgaris]				
N7.HOG0000458	OG0000093	n7					XP_005849431.1 hypothetical protein CHLNCDRAFT_143978 [Chlorella variabilis], XP_005849851.1 hypothetical protein CHLNCDRAFT_143024 [Chlorella variabilis]					
N7.HOG0000459	OG0000093	n11					XP_005849226.1 hypothetical protein CHLNCDRAFT_21653_ partial [Chlorella variabilis]					
N7.HOG0000460	OG0000093	n16					XP_005849436.1 hypothetical protein CHLNCDRAFT_21625 [Chlorella variabilis]					
N7.HOG0000461	OG0000093	n23					XP_005851100.1 hypothetical protein CHLNCDRAFT_137643 [Chlorella variabilis]	KAI3433844.1 hypothetical protein D9Q98_003647 [Chlorella vulgaris]				
N7.HOG0000462	OG0000095	n2					XP_005849513.1 hypothetical protein CHLNCDRAFT_142850 [Chlorella variabilis]	KAI3438528.1 hypothetical protein D9Q98_000956 [Chlorella vulgaris]				
N7.HOG0000463	OG0000095	n12					XP_005847243.1 hypothetical protein CHLNCDRAFT_35537 [Chlorella variabilis]	KAI3428704.1 hypothetical protein D9Q98_007528 [Chlorella vulgaris]				
N7.HOG0000464	OG0000095	n16					XP_005847333.1 hypothetical protein CHLNCDRAFT_134505 [Chlorella variabilis]	KAI3428469.1 hypothetical protein D9Q98_007294 [Chlorella vulgaris]				
N7.HOG0000465	OG0000096	n1					XP_005846494.1 hypothetical protein CHLNCDRAFT_25066 [Chlorella variabilis]	KAI3435788.1 hypothetical protein D9Q98_001846 [Chlorella vulgaris]				
N7.HOG0000466	OG0000096	n11					XP_005844767.1 hypothetical protein CHLNCDRAFT_138610 [Chlorella variabilis]	KAI3430797.1 hypothetical protein D9Q98_009209 [Chlorella vulgaris]				
N7.HOG0000467	OG0000096	n21					XP_005844768.1 hypothetical protein CHLNCDRAFT_58798 [Chlorella variabilis]	KAI3430799.1 hypothetical protein D9Q98_009211 [Chlorella vulgaris]				
N7.HOG0000468	OG0000097	n9					XP_005845438.1 hypothetical protein CHLNCDRAFT_137062 [Chlorella variabilis]					
