HOG	OG	Gene Tree Parent Clade	Auxenochlorella_protothecoides	Chlorella_A99	Chlorella_KRBP	Chlorella_Sorokiniana1602	Chlorella_VariabilisNC64A	Chlorella_Vulgaris2111P	Coccomyxa_SubellipsoideaC169	Micractinium_SAG24180	Scenedesmus_NREL	Scenedesmus_PABB004
N8.HOG0000484	OG0000120	n1				PRW56538.1 translocase subunit chloroplastic isoform B [Chlorella sorokiniana], PRW56540.1 translocase subunit chloroplastic isoform D [Chlorella sorokiniana], PRW56541.1 translocase subunit chloroplastic isoform C [Chlorella sorokiniana], PRW56539.1 translocase subunit chloroplastic isoform A [Chlorella sorokiniana]				PSC72357.1 translocase subunit chloroplastic [Micractinium conductrix]		
N8.HOG0000485	OG0000121	n1								PSC75292.1 Pheophorbide a oxygenase [Micractinium conductrix]		
N8.HOG0000486	OG0000124	n1				PRW44849.1 dnaJ-like protein subfamily B member 13-like [Chlorella sorokiniana]				PSC70447.1 dnaJ-like protein subfamily B member 1-like [Micractinium conductrix]		
N8.HOG0000487	OG0000124	n15				PRW61391.1 dnaJ-like protein subfamily B member 4-like isoform B [Chlorella sorokiniana], PRW61393.1 dnaJ-like protein subfamily B member 4-like isoform A [Chlorella sorokiniana], PRW61392.1 dnaJ-like protein subfamily B member 4-like isoform C [Chlorella sorokiniana]				PSC73411.1 dnaJ-like protein subfamily B member 1 isoform A [Micractinium conductrix], PSC73412.1 dnaJ-like protein subfamily B member 1 isoform B [Micractinium conductrix]		
N8.HOG0000488	OG0000125	n14				PRW33600.1 hypothetical protein C2E21_7497 [Chlorella sorokiniana]				PSC74895.1 hypothetical protein C2E20_1800 [Micractinium conductrix]		
N8.HOG0000489	OG0000125	n20				PRW33580.1 Helicase sen1 isoform B [Chlorella sorokiniana], PRW33579.1 Helicase sen1 isoform A [Chlorella sorokiniana]				PSC75196.1 Helicase sen1 [Micractinium conductrix]		
N8.HOG0000490	OG0000126	n7				PRW56265.1 Thioredoxin chloroplastic [Chlorella sorokiniana], PRW55935.1 hypothetical protein C2E21_4946 [Chlorella sorokiniana]				PSC71573.1 pollen-specific SF21-like [Micractinium conductrix]		
N8.HOG0000491	OG0000126	n16				PRW61558.1 sulfoquinovosyl transferase SQD2-like [Chlorella sorokiniana]				PSC74099.1 sulfolipid synthase [Micractinium conductrix]		
N8.HOG0000492	OG0000127	n1								PSC73077.1 alpha beta-hydrolase [Micractinium conductrix]		
N8.HOG0000493	OG0000127	n7				PRW60733.1 5-enolpyruvylshikimate-3-phosphate synthase [Chlorella sorokiniana], PRW60581.1 hypothetical protein C2E21_0810 [Chlorella sorokiniana], PRW60376.1 RAP domain [Chlorella sorokiniana], PRW60220.1 Tbc2 translation chloroplastic [Chlorella sorokiniana], PRW60650.1 RAP domain [Chlorella sorokiniana]				PSC68463.1 peptidase S15 [Micractinium conductrix]		
N8.HOG0000494	OG0000127	n12				PRW56445.1 hypothetical protein C2E21_4659 [Chlorella sorokiniana], PRW60545.1 alpha beta-hydrolase isoform A [Chlorella sorokiniana], PRW60544.1 alpha beta-hydrolase isoform B [Chlorella sorokiniana], PRW60358.1 hypothetical protein C2E21_0827 [Chlorella sorokiniana]				PSC68464.1 GPI inositol-deacylase PGAP1-like isoform A [Micractinium conductrix], PSC68465.1 GPI inositol-deacylase PGAP1-like isoform B [Micractinium conductrix], PSC68432.1 GPI inositol-deacylase PGAP1-like [Micractinium conductrix]		
N8.HOG0000495	OG0000128	n2				PRW44516.1 obg-like ATPase 1 isoform B [Chlorella sorokiniana], PRW44517.1 obg-like ATPase 1 isoform A [Chlorella sorokiniana]				PSC69883.1 obg-like ATPase 1 [Micractinium conductrix]		
N8.HOG0000496	OG0000128	n12				PRW33830.1 Golgi-localized GRIP domain-containing [Chlorella sorokiniana]				PSC76415.1 cysteine protease atg4b [Micractinium conductrix]		
N8.HOG0000497	OG0000128	n18				PRW58916.1 ribonuclease [Chlorella sorokiniana]				PSC75412.1 ribonuclease [Micractinium conductrix]		
N8.HOG0000498	OG0000129	n1				PRW20409.1 P-loop containing nucleoside triphosphate hydrolase [Chlorella sorokiniana], PRW20329.1 P-loop containing nucleoside triphosphate hydrolase [Chlorella sorokiniana]				PSC74384.1 P-loop containing nucleoside triphosphate hydrolase isoform A [Micractinium conductrix], PSC74385.1 P-loop containing nucleoside triphosphate hydrolase isoform B [Micractinium conductrix]		
N8.HOG0000499	OG0000129	n17				PRW55890.1 P-loop containing nucleoside triphosphate hydrolase [Chlorella sorokiniana]						
N8.HOG0000500	OG0000130	n1				PRW60277.1 Protease Do-like 9 [Chlorella sorokiniana]				PSC68632.1 Protease Do-like 9 [Micractinium conductrix]		
N8.HOG0000501	OG0000130	n12				PRW56735.1 Protease Do-like 9 isoform A [Chlorella sorokiniana], PRW56734.1 Protease Do-like 9 isoform B [Chlorella sorokiniana]				PSC72431.1 Protease Do-like 9 isoform A [Micractinium conductrix], PSC72432.1 Protease Do-like 9 isoform B [Micractinium conductrix]		
N8.HOG0000502	OG0000130	n19				PRW33650.1 Protease Do-like 9 [Chlorella sorokiniana]				PSC74876.1 Protease Do-like 9 [Micractinium conductrix]		
N8.HOG0000503	OG0000131	n2								PSC70780.1 zygote specific ZYS1 isoform A [Micractinium conductrix], PSC70781.1 zygote specific ZYS1 isoform B [Micractinium conductrix]		
N8.HOG0000504	OG0000131	n15				PRW57197.1 Bromodomain adjacent to zinc finger domain 2A [Chlorella sorokiniana]				PSC70702.1 Bromodomain adjacent to zinc finger domain 2A [Micractinium conductrix]		
N8.HOG0000505	OG0000132	n1				PRW32954.1 hypothetical protein C2E21_8007 [Chlorella sorokiniana]				PSC77023.1 Stigma-specific Stig1 [Micractinium conductrix]		
N8.HOG0000506	OG0000132	n16				PRW61044.1 hypothetical protein C2E21_0091 [Chlorella sorokiniana]				PSC74037.1 hypothetical protein C2E20_2624 [Micractinium conductrix]		
N8.HOG0000507	OG0000132	n20				PRW57218.1 hypothetical protein C2E21_4324 [Chlorella sorokiniana]				PSC70804.1 Zinc finger CCCH domain-containing [Micractinium conductrix]		
N8.HOG0000508	OG0000133	n1				PRW20222.1 putative aarF domain-containing kinase chloroplastic [Chlorella sorokiniana]				PSC67309.1 putative aarF domain-containing kinase chloroplastic [Micractinium conductrix]		
N8.HOG0000509	OG0000133	n10				PRW32651.1 putative aarF domain-containing kinase chloroplastic isoform B [Chlorella sorokiniana]				PSC76669.1 ABC-1-like kinase [Micractinium conductrix]		
N8.HOG0000510	OG0000133	n19				PRW32650.1 putative aarF domain-containing kinase chloroplastic isoform A [Chlorella sorokiniana]						
N8.HOG0000511	OG0000134	n1								PSC73977.1 synaptotagmin-2-like isoform X1 [Micractinium conductrix]		
N8.HOG0000512	OG0000135	n2				PRW33680.1 AAA-type ATPase family isoform B [Chlorella sorokiniana], PRW33679.1 AAA-type ATPase family isoform A [Chlorella sorokiniana]				PSC67310.1 spastin [Micractinium conductrix]		
N8.HOG0000513	OG0000135	n14				PRW58729.1 fidgetin 1 [Chlorella sorokiniana]				PSC76075.1 fidgetin 1 [Micractinium conductrix]		
N8.HOG0000514	OG0000136	n1				PRW60680.1 amino-acid permease BAT1-like protein [Chlorella sorokiniana]				PSC69729.1 amino-acid permease BAT1-like protein isoform X2 [Micractinium conductrix], PSC69717.1 amino-acid permease [Micractinium conductrix]		
N8.HOG0000515	OG0000136	n19				PRW56299.1 amino-acid permease BAT1-like protein [Chlorella sorokiniana]				PSC72663.1 amino-acid permease BAT1-like protein isoform X1 [Micractinium conductrix]		
N8.HOG0000516	OG0000137	n3				PRW60485.1 E3 ubiquitin- ligase RNF185 isoform X1 [Chlorella sorokiniana]				PSC74076.1 E3 ubiquitin-ligase RNF185 isoform X1 [Micractinium conductrix]		
N8.HOG0000517	OG0000137	n11				PRW20581.1 MMS19 nucleotide excision repair [Chlorella sorokiniana]				PSC70297.1 bifunctional apoptosis regulator [Micractinium conductrix]		
N8.HOG0000518	OG0000137	n17				PRW60259.1 variable flagella 1 [Chlorella sorokiniana]						
N8.HOG0000519	OG0000138	n5								PSC67884.1 trypsin alpha-4 [Micractinium conductrix]		
N8.HOG0000520	OG0000138	n6								PSC75690.1 transmembrane protease serine 6 [Micractinium conductrix]		
N8.HOG0000521	OG0000138	n8								PSC73752.1 Kallikrein-11 [Micractinium conductrix]		
N8.HOG0000522	OG0000138	n11								PSC68222.1 trypsin isoform B [Micractinium conductrix], PSC68221.1 trypsin isoform A [Micractinium conductrix]		
N8.HOG0000523	OG0000138	n14				PRW57207.1 chymotrypsin-1-like isoform X1 [Chlorella sorokiniana]						
N8.HOG0000524	OG0000138	n15				PRW60387.1 Transmembrane protease serine [Chlorella sorokiniana]						
N8.HOG0000525	OG0000138	n18				PRW45673.1 serine protease 27-like [Chlorella sorokiniana]						
N8.HOG0000526	OG0000138	n21				PRW59900.1 peptidase S1 [Chlorella sorokiniana], PRW59458.1 atrial natriuretic peptide-converting enzyme isoform X1 [Chlorella sorokiniana], PRW60162.1 hypothetical protein C2E21_1735 [Chlorella sorokiniana]						
N8.HOG0000527	OG0000139	n3								PSC69288.1 ubiquitin carboxyl-terminal hydrolase 18 [Micractinium conductrix], PSC75730.1 ubiquitin carboxyl-terminal hydrolase 18-like [Micractinium conductrix]		
N8.HOG0000528	OG0000139	n6				PRW33787.1 Ankyrin repeat domain-containing 50 [Chlorella sorokiniana], PRW56598.1 MYND finger [Chlorella sorokiniana]						
N8.HOG0000529	OG0000139	n8				PRW58314.1 nitrogen permease regulator 2 [Chlorella sorokiniana], PRW58525.1 SET domain [Chlorella sorokiniana]						
N8.HOG0000530	OG0000139	n23				PRW57589.1 hypothetical protein C2E21_3488 [Chlorella sorokiniana]				PSC68776.1 Small glutamine-rich tetratricopeptide repeat-containing beta [Micractinium conductrix]		
N8.HOG0000531	OG0000141	n5				PRW57696.1 hypothetical protein C2E21_3455 [Chlorella sorokiniana]				PSC73189.1 barwin-like endoglucanase [Micractinium conductrix]		
N8.HOG0000532	OG0000141	n9				PRW39151.1 barwin-like endoglucanase [Chlorella sorokiniana], PRW39384.1 barwin-like endoglucanase [Chlorella sorokiniana], PRW45398.1 barwin-like endoglucanase [Chlorella sorokiniana]				PSC67662.1 barwin-like endoglucanase [Micractinium conductrix]		
N8.HOG0000533	OG0000142	n1				PRW05820.1 pathogenesis-related genes transcriptional activator [Chlorella sorokiniana]				PSC75719.1 pathogenesis-related genes transcriptional activator [Micractinium conductrix]		
N8.HOG0000534	OG0000143	n1				PRW05763.1 Purple acid phosphatase 18 [Chlorella sorokiniana]				PSC71931.1 putative purple acid phosphatase 20 [Micractinium conductrix]		
N8.HOG0000535	OG0000143	n15				PRW60148.1 Purple acid phosphatase 15 [Chlorella sorokiniana]				PSC73849.1 purple acid phosphatase 15-like [Micractinium conductrix]		
N8.HOG0000536	OG0000143	n19				PRW33077.1 Purple acid phosphatase 15 [Chlorella sorokiniana]						
N8.HOG0000537	OG0000143	n20				PRW44351.1 purple acid phosphatase 23 isoform X1 [Chlorella sorokiniana]						
N8.HOG0000538	OG0000144	n1				PRW20347.1 ethylene response factor 3 [Chlorella sorokiniana]				PSC74663.1 Ethylene-responsive transcription factor RAP2-3 [Micractinium conductrix]		
N8.HOG0000539	OG0000144	n15				PRW20606.1 ethylene-responsive transcription factor ERF113-like [Chlorella sorokiniana]				PSC74389.1 ethylene-responsive transcription factor RAP2-12-like isoform X2 [Micractinium conductrix]		
N8.HOG0000540	OG0000144	n20								PSC73860.1 ethylene-responsive transcription factor ESR2-like [Micractinium conductrix]		
N8.HOG0000541	OG0000145	n6				PRW33615.1 ribonuclease E G chloroplastic [Chlorella sorokiniana]						
N8.HOG0000542	OG0000145	n9				PRW33525.1 hypothetical protein C2E21_7668 [Chlorella sorokiniana], PRW33559.1 hypothetical protein C2E21_7685 [Chlorella sorokiniana], PRW56450.1 ribonuclease E G chloroplastic [Chlorella sorokiniana]						
N8.HOG0000543	OG0000145	n14								PSC70002.1 hypothetical protein C2E20_6489 [Micractinium conductrix], PSC69373.1 hypothetical protein C2E20_7087 [Micractinium conductrix]		
N8.HOG0000544	OG0000145	n16				PRW05780.1 water chloroplastic-like [Chlorella sorokiniana]				PSC71872.1 Carbohydrate binding module family 20 [Micractinium conductrix]		
N8.HOG0000545	OG0000145	n19				PRW32637.1 cyclomaltodextrin glucanotransferase-like isoform X2 [Chlorella sorokiniana]						
N8.HOG0000546	OG0000146	n1				PRW50751.1 long chain acyl- synthetase 4 [Chlorella sorokiniana]				PSC75938.1 acetyl-synthetase [Micractinium conductrix]		
N8.HOG0000547	OG0000146	n15				PRW60727.1 long chain acyl- synthetase 4 [Chlorella sorokiniana]				PSC74925.1 long chain acyl-synthetase 4-like [Micractinium conductrix]		
N8.HOG0000548	OG0000146	n19				PRW60134.1 acetyl- synthetase [Chlorella sorokiniana]				PSC70142.1 Long chain acyl-synthetase 4 [Micractinium conductrix]		
N8.HOG0000549	OG0000147	n3				PRW50981.1 Triacylglycerol lipase SDP1 [Chlorella sorokiniana]				PSC75647.1 Triacylglycerol lipase SDP1 [Micractinium conductrix]		
N8.HOG0000550	OG0000147	n9				PRW56511.1 Triacylglycerol lipase SDP1 [Chlorella sorokiniana]				PSC72827.1 Triacylglycerol lipase SDP1 [Micractinium conductrix]		
N8.HOG0000551	OG0000147	n14				PRW51140.1 Triacylglycerol lipase SDP1 [Chlorella sorokiniana]				PSC75942.1 Triacylglycerol lipase SDP1 isoform C [Micractinium conductrix], PSC75940.1 Triacylglycerol lipase SDP1 isoform B [Micractinium conductrix], PSC75941.1 Triacylglycerol lipase SDP1 isoform A [Micractinium conductrix]		
N8.HOG0000552	OG0000148	n1				PRW39134.1 cytochrome P450 chloroplastic isoform A [Chlorella sorokiniana], PRW39133.1 cytochrome P450 chloroplastic isoform C [Chlorella sorokiniana], PRW39132.1 cytochrome P450 chloroplastic isoform B [Chlorella sorokiniana]				PSC73408.1 cytochrome P450 isoform B [Micractinium conductrix], PSC73407.1 cytochrome P450 isoform A [Micractinium conductrix]		
N8.HOG0000553	OG0000148	n12								PSC73461.1 DNA N-6-adenine-methyltransferase _Dam_ [Micractinium conductrix]		
N8.HOG0000554	OG0000148	n17				PRW39353.1 phosphoglycerate mutase [Chlorella sorokiniana]						
N8.HOG0000555	OG0000149	n1				PRW32886.1 histone deacetylase 14 isoform X1 [Chlorella sorokiniana]				PSC68285.1 Histone deacetylase 14 [Micractinium conductrix]		
N8.HOG0000556	OG0000149	n12				PRW45471.1 histone deacetylase 14 isoform X1 [Chlorella sorokiniana]				PSC68190.1 histone deacetylase 14 isoform X2 [Micractinium conductrix]		
N8.HOG0000557	OG0000149	n16				PRW56020.1 histone deacetylase 14 isoform X1 [Chlorella sorokiniana], PRW57706.1 histone deacetylase 14 [Chlorella sorokiniana]				PSC69032.1 histone deacetylase 14 isoform X1 [Micractinium conductrix]		
N8.HOG0000558	OG0000150	n5				PRW59861.1 alpha amylase domain [Chlorella sorokiniana]				PSC70086.1 alpha amylase domain [Micractinium conductrix]		
N8.HOG0000559	OG0000150	n12								PSC74900.1 glycoside hydrolase [Micractinium conductrix]		
N8.HOG0000560	OG0000150	n16				PRW34080.1 glycoside hydrolase isoform B [Chlorella sorokiniana], PRW34079.1 glycoside hydrolase isoform A [Chlorella sorokiniana]				PSC74941.1 Vam6 Vps39 [Micractinium conductrix]		
N8.HOG0000561	OG0000151	n4				PRW59544.1 acetyl- synthetase [Chlorella sorokiniana]				PSC76405.1 acetyl-synthetase [Micractinium conductrix]		
N8.HOG0000562	OG0000151	n8				PRW33544.1 acetyl-coenzyme A chloroplastic glyoxysomal isoform X1 isoform A [Chlorella sorokiniana], PRW33545.1 acetyl-coenzyme A chloroplastic glyoxysomal isoform X1 isoform B [Chlorella sorokiniana]						
N8.HOG0000563	OG0000151	n12				PRW20363.1 Acetyl-coenzyme A synthetase isoform B [Chlorella sorokiniana], PRW20362.1 Acetyl-coenzyme A synthetase isoform A [Chlorella sorokiniana], PRW59907.1 acetyl-coenzyme A chloroplastic glyoxysomal-like [Chlorella sorokiniana]				PSC76014.1 acetyl-coenzyme A chloroplastic glyoxysomal-like [Micractinium conductrix]		
N8.HOG0000564	OG0000152	n8				PRW33012.1 Ubiquinone biosynthesis COQ4 mitochondrial [Chlorella sorokiniana]				PSC77015.1 serine threonine-kinase EDR1 [Micractinium conductrix]		
N8.HOG0000565	OG0000152	n12				PRW32999.1 mitogen activated kinase [Chlorella sorokiniana]				PSC73017.1 serine threonine-kinase EDR1-like isoform X1 [Micractinium conductrix]		
N8.HOG0000566	OG0000152	n19				PRW56562.1 serine threonine- kinase CTR1-like isoform X1 [Chlorella sorokiniana]				PSC72410.1 Serine threonine-kinase CTR1 [Micractinium conductrix]		
N8.HOG0000567	OG0000153	n4				PRW60720.1 sulfate transporter [Chlorella sorokiniana], PRW58410.1 sulfate transporter [Chlorella sorokiniana], PRW58120.1 sulfate transporter [Chlorella sorokiniana]				PSC76252.1 sulfate transporter [Micractinium conductrix]		
N8.HOG0000568	OG0000153	n13				PRW58145.1 Sulfate Permease Family isoform B [Chlorella sorokiniana], PRW58144.1 Sulfate Permease Family isoform A [Chlorella sorokiniana]				PSC68854.1 Sulfate Permease Family [Micractinium conductrix]		
N8.HOG0000569	OG0000153	n19				PRW58874.1 sulfate transporter [Chlorella sorokiniana]				PSC75492.1 Sulfate Permease Family [Micractinium conductrix]		
N8.HOG0000570	OG0000154	n17				PRW58278.1 Hydroxylamine reductase [Chlorella sorokiniana]				PSC73565.1 Hydroxylamine reductase isoform A [Micractinium conductrix], PSC73564.1 Hydroxylamine reductase isoform B [Micractinium conductrix], PSC73563.1 Hydroxylamine reductase isoform C [Micractinium conductrix]		
N8.HOG0000571	OG0000154	n20				PRW58172.1 Hydroxylamine reductase [Chlorella sorokiniana], PRW60486.1 Hydroxylamine reductase [Chlorella sorokiniana]				PSC68490.1 hydroxylamine reductase [Micractinium conductrix]		
N8.HOG0000572	OG0000155	n1				PRW58558.1 DUF21 domain-containing protein isoform X2 [Chlorella sorokiniana]				PSC68831.1 DUF21 domain-containing protein [Micractinium conductrix]		
N8.HOG0000573	OG0000155	n19				PRW32510.1 Metal transporter CNNM4 [Chlorella sorokiniana]				PSC76264.1 DUF21 domain plant [Micractinium conductrix]		
N8.HOG0000574	OG0000155	n21				PRW58116.1 DUF21 domain-containing protein [Chlorella sorokiniana]						
N8.HOG0000575	OG0000156	n1				PRW32673.1 Serine threonine- kinase CTR1 [Chlorella sorokiniana]				PSC77001.1 SET domain-containing [Micractinium conductrix]		
N8.HOG0000576	OG0000156	n9								PSC74287.1 E3 ubiquitin-ligase RING1-like [Micractinium conductrix]		
N8.HOG0000577	OG0000156	n20								PSC76331.1 volume-regulated anion channel subunit LRRC8D [Micractinium conductrix]		
N8.HOG0000578	OG0000157	n3								PSC75566.1 hypothetical protein C2E20_1341 [Micractinium conductrix]		
N8.HOG0000579	OG0000157	n5				PRW50823.1 hypothetical protein C2E21_5559 [Chlorella sorokiniana]				PSC75811.1 hypothetical protein C2E20_1340 [Micractinium conductrix]		
N8.HOG0000580	OG0000157	n11				PRW44276.1 hypothetical protein C2E21_6653 [Chlorella sorokiniana]				PSC69850.1 Secretion-regulating guanine nucleotide exchange factor [Micractinium conductrix]		
N8.HOG0000581	OG0000157	n16				PRW56859.1 Secretion-regulating guanine nucleotide exchange factor [Chlorella sorokiniana]				PSC72576.1 hypothetical protein C2E20_4286 [Micractinium conductrix]		
N8.HOG0000582	OG0000157	n19				PRW44483.1 hypothetical protein C2E21_6654 [Chlorella sorokiniana]				PSC69852.1 hypothetical protein C2E20_6583 [Micractinium conductrix]		
N8.HOG0000583	OG0000158	n1				PRW45688.1 NADH dehydrogenase [Chlorella sorokiniana], PRW45623.1 NADH dehydrogenase [Chlorella sorokiniana], PRW45411.1 NADH dehydrogenase [Chlorella sorokiniana]				PSC69356.1 NADH dehydrogenase [Micractinium conductrix], PSC69403.1 NADH dehydrogenase [Micractinium conductrix]		
N8.HOG0000584	OG0000158	n12				PRW59414.1 type-II calcium-dependent NADH dehydrogenase isoform A [Chlorella sorokiniana], PRW59413.1 type-II calcium-dependent NADH dehydrogenase isoform C [Chlorella sorokiniana], PRW59415.1 type-II calcium-dependent NADH dehydrogenase isoform B [Chlorella sorokiniana]						
N8.HOG0000585	OG0000158	n19								PSC75438.1 nucleotide-binding domain-containing [Micractinium conductrix]		
N8.HOG0000586	OG0000159	n8				PRW56335.1 peptidyl serine alpha-galactosyltransferase [Chlorella sorokiniana]				PSC69020.1 peptidyl serine alpha-galactosyltransferase [Micractinium conductrix]		
N8.HOG0000587	OG0000159	n11				PRW58341.1 peptidyl serine alpha-galactosyltransferase [Chlorella sorokiniana]				PSC68709.1 peptidyl serine alpha-galactosyltransferase [Micractinium conductrix]		
N8.HOG0000588	OG0000159	n14				PRW20500.1 peptidyl serine alpha-galactosyltransferase [Chlorella sorokiniana]				PSC76158.1 peptidyl serine alpha-galactosyltransferase [Micractinium conductrix]		
N8.HOG0000589	OG0000160	n5								PSC68219.1 DNA-dependent metalloprotease WSS1 [Micractinium conductrix]		
N8.HOG0000590	OG0000160	n8				PRW61124.1 arabinosyltransferase XEG113 [Chlorella sorokiniana], PRW57844.1 glycosyltransferase family 77 [Chlorella sorokiniana]				PSC73013.1 glycosyltransferase family 77 [Micractinium conductrix]		
N8.HOG0000591	OG0000160	n14								PSC75957.1 Nucleotide-diphospho-sugar transferase [Micractinium conductrix]		
N8.HOG0000592	OG0000160	n16								PSC70011.1 Zn-finger CCCH type [Micractinium conductrix]		
N8.HOG0000593	OG0000160	n18								PSC76658.1 glycosyltransferase family 77 [Micractinium conductrix]		
N8.HOG0000594	OG0000161	n12				PRW58011.1 hypothetical protein C2E21_3586 [Chlorella sorokiniana], PRW57971.1 SAD1 UNC-84 domain 1- isoform B [Chlorella sorokiniana], PRW57972.1 SAD1 UNC-84 domain 1- isoform A [Chlorella sorokiniana], PRW57973.1 SAD1 UNC-84 domain 1- isoform C [Chlorella sorokiniana]						
N8.HOG0000595	OG0000161	n18				PRW20573.1 NECAP endocytosis associated isoform [Chlorella sorokiniana]				PSC74829.1 CHR family transporter_ chromate ion [Micractinium conductrix]		
N8.HOG0000596	OG0000162	n6				PRW59972.1 Zinc finger CCCH domain-containing 64 [Chlorella sorokiniana]				PSC76403.1 Zinc finger CCCH domain-containing 64 [Micractinium conductrix]		
N8.HOG0000597	OG0000162	n11				PRW60776.1 band 7 [Chlorella sorokiniana]				PSC76459.1 band 7 [Micractinium conductrix]		
N8.HOG0000598	OG0000162	n19				PRW20382.1 PE-PGRS family [Chlorella sorokiniana]				PSC67722.1 band 7 [Micractinium conductrix]		
N8.HOG0000599	OG0000162	n20								PSC76210.1 band 7 [Micractinium conductrix]		
N8.HOG0000600	OG0000163	n2				PRW56576.1 ADP-ribosylation factor 1 [Chlorella sorokiniana]						
N8.HOG0000601	OG0000163	n8				PRW44304.1 Arf6 -family small GTPase [Chlorella sorokiniana]						
N8.HOG0000602	OG0000163	n14				PRW56446.1 ADP-ribosylation factor [Chlorella sorokiniana]				PSC74229.1 ADP-ribosylation factor 2 [Micractinium conductrix]		
N8.HOG0000603	OG0000164	n5				PRW44454.1 sulfate transporter isoform A [Chlorella sorokiniana], PRW44455.1 sulfate transporter isoform B [Chlorella sorokiniana]				PSC69898.1 sulfate transporter [Micractinium conductrix]		
N8.HOG0000604	OG0000164	n12								PSC69015.1 sulfate transporter [Micractinium conductrix]		
N8.HOG0000605	OG0000164	n16				PRW61574.1 sulfate transporter [Chlorella sorokiniana]						
N8.HOG0000606	OG0000165	n2				PRW56006.1 3-hydroxyisobutyryl- mitochondrial [Chlorella sorokiniana]						
N8.HOG0000607	OG0000165	n10								PSC69501.1 P-loop containing nucleoside triphosphate hydrolases superfamily [Micractinium conductrix]		
N8.HOG0000608	OG0000165	n15				PRW55988.1 E3 ubiquitin- ligase listerin [Chlorella sorokiniana]				PSC69023.1 3-hydroxyisobutyryl-mitochondrial [Micractinium conductrix]		
N8.HOG0000609	OG0000166	n5				PRW33768.1 cell wall integrity and stress response component 4-like [Chlorella sorokiniana]				PSC67430.1 chitin binding domain-containing [Micractinium conductrix]		
N8.HOG0000610	OG0000166	n7				PRW50976.1 chitin binding domain-containing [Chlorella sorokiniana]				PSC68094.1 chitin binding domain-containing [Micractinium conductrix]		
N8.HOG0000611	OG0000166	n8								PSC68770.1 chitin binding domain-containing [Micractinium conductrix]		
N8.HOG0000612	OG0000166	n11				PRW61560.1 chitin binding domain-containing [Chlorella sorokiniana]				PSC74252.1 chitin binding domain-containing [Micractinium conductrix], PSC73577.1 chitin binding domain-containing [Micractinium conductrix]		
N8.HOG0000613	OG0000167	n3				PRW57936.1 NADPH_quinone reductase [Chlorella sorokiniana]				PSC73703.1 NADPH_quinone reductase isoform A [Micractinium conductrix], PSC73704.1 NADPH_quinone reductase isoform B [Micractinium conductrix]		
N8.HOG0000614	OG0000167	n9				PRW56865.1 NADPH_quinone reductase [Chlorella sorokiniana]				PSC71602.1 NADPH_quinone reductase [Micractinium conductrix]		
N8.HOG0000615	OG0000167	n15								PSC73044.1 NADPH_quinone reductase isoform B [Micractinium conductrix], PSC73045.1 NADPH_quinone reductase isoform A [Micractinium conductrix]		
N8.HOG0000616	OG0000168	n1				PRW61055.1 serine hydroxymethyltransferase [Chlorella sorokiniana]				PSC74475.1 serine hydroxymethyltransferase [Micractinium conductrix]		
N8.HOG0000617	OG0000168	n10				PRW56902.1 serine hydroxymethyltransferase 3 [Chlorella sorokiniana]						
N8.HOG0000618	OG0000168	n15								PSC69541.1 serine hydroxymethyltransferase 2 [Micractinium conductrix]		
N8.HOG0000619	OG0000169	n1				PRW51128.1 bifunctional aspartokinase homoserine dehydrogenase chloroplastic-like [Chlorella sorokiniana]				PSC76677.1 bifunctional aspartate kinase homoserine dehydrogenase [Micractinium conductrix]		
N8.HOG0000620	OG0000169	n12				PRW51144.1 homoserine dehydrogenase [Chlorella sorokiniana], PRW50815.1 magnesium transporter MRS2-I-like [Chlorella sorokiniana]				PSC75972.1 homoserine dehydrogenase isoform A [Micractinium conductrix], PSC75973.1 homoserine dehydrogenase isoform B [Micractinium conductrix]		
N8.HOG0000621	OG0000170	n8				PRW58009.1 type I fatty acid [Chlorella sorokiniana]				PSC73613.1 type I polyketide synthase [Micractinium conductrix], PSC74551.1 beta-ketoacyl synthase [Micractinium conductrix]		
N8.HOG0000622	OG0000170	n12				PRW61437.1 type I polyketide synthase [Chlorella sorokiniana]						
N8.HOG0000623	OG0000170	n15				PRW57359.1 Polyketide synthase [Chlorella sorokiniana]				PSC69473.1 type I fatty acid [Micractinium conductrix]		
N8.HOG0000624	OG0000171	n1				PRW57352.1 uroporphyrinogen decarboxylase [Chlorella sorokiniana]				PSC72339.1 uroporphyrinogen decarboxylase [Micractinium conductrix], PSC72094.1 HIRA isoform X1 [Micractinium conductrix]		
N8.HOG0000625	OG0000171	n14				PRW45352.1 uroporphyrinogen decarboxylase chloroplast precursor [Chlorella sorokiniana]				PSC73649.1 uroporphyrinogen decarboxylase [Micractinium conductrix]		
N8.HOG0000626	OG0000172	n5				PRW57379.1 Glycosyltransferase LARGE2 [Chlorella sorokiniana]						
N8.HOG0000627	OG0000172	n12								PSC73160.1 Glycosyltransferase LARGE2 [Micractinium conductrix]		
