Orthogroup	Scenedesmus_NREL	Chlorella_Sorokiniana1602
OG0001191	KAF6253345.1 hypothetical protein COO60DRAFT_1703850 [Scenedesmus sp. NREL 46B-D3], KAF6253343.1 tubulin binding cofactor C-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW18404.1 TBCC domain-containing 1 isoform B [Chlorella sorokiniana], PRW18405.1 TBCC domain-containing 1 isoform A [Chlorella sorokiniana]
OG0001192	KAF6259666.1 oxygen-evolving enhancer protein 2_ chloroplastic [Scenedesmus sp. NREL 46B-D3]	PRW60981.1 oxygen evolving enhancer 2 of photosystem II [Chlorella sorokiniana]
OG0001193	KAF6260348.1 hypothetical protein COO60DRAFT_899705 [Scenedesmus sp. NREL 46B-D3]	PRW45010.1 Fatty Acid 2-hydroxylase [Chlorella sorokiniana]
OG0001194	KAF6261184.1 succinate dehydrogenase subunit A [Scenedesmus sp. NREL 46B-D3], KAF6258167.1 succinate dehydrogenase subunit A [Scenedesmus sp. NREL 46B-D3]	PRW57058.1 succinate dehydrogenase [ubiquinone] flavo mitochondrial [Chlorella sorokiniana]
OG0001195	KAF6258143.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3]	PRW57646.1 importin-9 isoform X1 [Chlorella sorokiniana]
OG0001196	KAF6261385.1 ATP-dependent hsl protease ATP-binding subunit hslU [Scenedesmus sp. NREL 46B-D3], KAF6260956.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	PRW57151.1 ATP-dependent protease ATPase subunit [Chlorella sorokiniana]
OG0001197	KAF6251248.1 pyridoxal phosphate-dependent transferase [Scenedesmus sp. NREL 46B-D3]	PRW59023.1 arginine decarboxylase [Chlorella sorokiniana]
OG0001198	KAF6264533.1 hypothetical protein COO60DRAFT_129913 [Scenedesmus sp. NREL 46B-D3], KAF6264531.1 hypothetical protein COO60DRAFT_129915 [Scenedesmus sp. NREL 46B-D3], KAF6266545.1 glycolate oxidase [Scenedesmus sp. NREL 46B-D3]	PRW33067.1 glycolate oxidase [Chlorella sorokiniana]
OG0001199	KAF6259421.1 hypothetical protein COO60DRAFT_1626079 [Scenedesmus sp. NREL 46B-D3]	PRW50883.1 vacuolar-sorting receptor 3-like [Chlorella sorokiniana]
OG0001200	KAF6266730.1 hypothetical protein COO60DRAFT_1654596 [Scenedesmus sp. NREL 46B-D3]	PRW58999.1 putative histone-lysine N-methyltransferase ATXR3 isoform X1 [Chlorella sorokiniana]
OG0001201	KAF6255869.1 thiamine diphosphate-binding protein [Scenedesmus sp. NREL 46B-D3]	PRW05899.1 acetolactate synthase isoform B [Chlorella sorokiniana], PRW05900.1 acetolactate synthase isoform A [Chlorella sorokiniana]
OG0001203	KAF6262543.1 hypothetical protein COO60DRAFT_1495557 [Scenedesmus sp. NREL 46B-D3]	PRW61499.1 tryptophan--tRNA cytoplasmic [Chlorella sorokiniana], PRW61546.1 hypothetical protein C2E21_0072 [Chlorella sorokiniana]
OG0001204	KAF6261303.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6263728.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6266281.1 hypothetical protein COO60DRAFT_1474230 [Scenedesmus sp. NREL 46B-D3], KAF6266282.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3]	PRW20209.1 alpha beta-Hydrolases superfamily [Chlorella sorokiniana]
OG0001205	KAF6257975.1 hypothetical protein COO60DRAFT_1701539 [Scenedesmus sp. NREL 46B-D3], KAF6257976.1 late exocytosis_ associated with Golgi transport-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW45463.1 ERD4-related membrane [Chlorella sorokiniana]
OG0001206	KAF6260234.1 coiled-coil domain-containing protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW32959.1 coiled-coil domain-containing 97 [Chlorella sorokiniana]
OG0001207	KAF6250707.1 hypothetical protein COO60DRAFT_758966 [Scenedesmus sp. NREL 46B-D3], KAF6261598.1 hypothetical protein COO60DRAFT_741589_ partial [Scenedesmus sp. NREL 46B-D3]	PRW56092.1 Nucleosome-remodeling factor subunit BPTF isoform B [Chlorella sorokiniana], PRW56093.1 Nucleosome-remodeling factor subunit BPTF isoform A [Chlorella sorokiniana]
OG0001208	KAF6261670.1 hypothetical protein COO60DRAFT_1500678 [Scenedesmus sp. NREL 46B-D3]	PRW56881.1 hypothetical protein C2E21_4544 isoform B [Chlorella sorokiniana], PRW56880.1 hypothetical protein C2E21_4544 isoform A [Chlorella sorokiniana]
OG0001209	KAF6258557.1 PapD-like protein [Scenedesmus sp. NREL 46B-D3]	PRW50971.1 Vesicle-associated 1-2 [Chlorella sorokiniana], PRW50828.1 Vesicle-associated 1-2 [Chlorella sorokiniana]
OG0001210	KAF6261711.1 JmjC domain_ hydroxylase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW58186.1 Jumonji domain-containing [Chlorella sorokiniana], PRW58727.1 lysine-specific demethylase 4A-like isoform X1 [Chlorella sorokiniana]
OG0001211	KAF6263762.1 hypothetical protein COO60DRAFT_1488339 [Scenedesmus sp. NREL 46B-D3], KAF6263763.1 Alpha/beta knot methyltransferase [Scenedesmus sp. NREL 46B-D3]	PRW58234.1 COP9 signalosome complex subunit 7 isoform X2 [Chlorella sorokiniana]
OG0001213	KAF6262564.1 B type cyclin [Scenedesmus sp. NREL 46B-D3]	PRW60400.1 adenosylcobinamide-GDP ribazoletransferase [Chlorella sorokiniana]
OG0001213	KAF6264629.1 B type mitotic cyclin [Scenedesmus sp. NREL 46B-D3]	PRW56788.1 B-type cyclin isoform B [Chlorella sorokiniana], PRW56789.1 B-type cyclin isoform A [Chlorella sorokiniana]
OG0001214	KAF6260089.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	PRW51062.1 125 kDa kinesin-related -like [Chlorella sorokiniana]
OG0001215	KAF6255465.1 hypothetical protein COO60DRAFT_1641474 [Scenedesmus sp. NREL 46B-D3]	PRW60998.1 ubiquitin carboxyl-terminal hydrolase 12-like [Chlorella sorokiniana]
OG0001216	KAF6256483.1 CRAL-TRIO domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6256482.1 hypothetical protein COO60DRAFT_1528798 [Scenedesmus sp. NREL 46B-D3]	PRW61479.1 CRAL TRIO domain-containing [Chlorella sorokiniana], PRW61520.1 motile sperm domain-containing 2 isoform X1 [Chlorella sorokiniana]
OG0001217	KAF6251022.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6258069.1 hypothetical protein COO60DRAFT_1701524 [Scenedesmus sp. NREL 46B-D3]	PRW44296.1 cell division cycle 48-like protein [Chlorella sorokiniana], PRW59773.1 cell division cycle 48-like protein [Chlorella sorokiniana]
OG0001218	KAF6254638.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	PRW59820.1 ABC ATP-binding isoform 1 [Chlorella sorokiniana], PRW56210.1 ABC2 type transporter superfamily [Chlorella sorokiniana]
OG0001219	KAF6259011.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	PRW20610.1 Kinesin KIF2A [Chlorella sorokiniana]
OG0001220	KAF6252421.1 inner membrane ALBINO3-like protein 2_ chloroplast precursor [Scenedesmus sp. NREL 46B-D3]	PRW39360.1 ALBINO3 chloroplastic isoform B [Chlorella sorokiniana], PRW39359.1 ALBINO3 chloroplastic isoform A [Chlorella sorokiniana]
OG0001221	KAF6251783.1 t-SNARE [Scenedesmus sp. NREL 46B-D3]	PRW55959.1 Qa- SYP3 Sed5p Syntaxin 5-type [Chlorella sorokiniana]
OG0001222	KAF6261880.1 hypothetical protein COO60DRAFT_1636420 [Scenedesmus sp. NREL 46B-D3], KAF6252253.1 hypothetical protein COO60DRAFT_1644219 [Scenedesmus sp. NREL 46B-D3]	PRW33023.1 UDP-glucose_glyco glucosyltransferase isoform X1 [Chlorella sorokiniana]
OG0001223	KAF6265057.1 hypothetical protein COO60DRAFT_1697935 [Scenedesmus sp. NREL 46B-D3]	PRW57575.1 pre-mRNA-splicing factor CWC22-like protein isoform B [Chlorella sorokiniana], PRW57574.1 pre-mRNA-splicing factor CWC22-like protein isoform A [Chlorella sorokiniana]
OG0001224	KAF6256382.1 hypothetical protein COO60DRAFT_115705 [Scenedesmus sp. NREL 46B-D3]	PRW56468.1 DNA methyltransferase [Chlorella sorokiniana], PRW56431.1 Peptide-N_4_-_N-acetyl-beta-glucosaminyl_asp aragine amidase [Chlorella sorokiniana]
OG0001225	KAF6265158.1 component of cytosolic 80S ribosome and 60S large subunit [Scenedesmus sp. NREL 46B-D3]	PRW57926.1 60S ribosomal L35a-3 [Chlorella sorokiniana]
OG0001227	KAF6251701.1 hypothetical protein COO60DRAFT_1298160 [Scenedesmus sp. NREL 46B-D3], KAF6250922.1 hypothetical protein COO60DRAFT_1645778 [Scenedesmus sp. NREL 46B-D3], KAF6251700.1 hypothetical protein COO60DRAFT_592744 [Scenedesmus sp. NREL 46B-D3]	PRW60392.1 ARM repeat superfamily [Chlorella sorokiniana]
OG0001229	KAF6262332.1 WD40-repeat-containing domain protein [Scenedesmus sp. NREL 46B-D3]	PRW57951.1 WD repeat-containing LWD1 [Chlorella sorokiniana]
OG0001230	KAF6264054.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6265574.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6265573.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6259151.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW56349.1 synaptic vesicle 2-related [Chlorella sorokiniana], PRW59112.1 organic cation carnitine transporter 7-like isoform A [Chlorella sorokiniana], PRW59113.1 organic cation carnitine transporter 7-like isoform B [Chlorella sorokiniana]
OG0001231	KAF6259889.1 hypothetical protein COO60DRAFT_1700630 [Scenedesmus sp. NREL 46B-D3]	PRW44240.1 Ras-related Rab7 [Chlorella sorokiniana]
OG0001232	KAF6255241.1 citrate synthase [Scenedesmus sp. NREL 46B-D3]	PRW59347.1 citrate _Si_-synthase [Chlorella sorokiniana], PRW58871.1 citrate synthase [Chlorella sorokiniana]
OG0001233	KAF6252990.1 Endomembrane protein 70-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW57442.1 Transmembrane 9 superfamily member 4 isoform B [Chlorella sorokiniana], PRW57441.1 Transmembrane 9 superfamily member 4 isoform A [Chlorella sorokiniana], PRW44394.1 Transmembrane 9 superfamily member 4 [Chlorella sorokiniana]
OG0001234	KAF6262435.1 hypothetical protein COO60DRAFT_627224 [Scenedesmus sp. NREL 46B-D3]	PRW57898.1 Tctex1 domain-containing 2 [Chlorella sorokiniana], PRW57626.1 hypothetical protein C2E21_3654 [Chlorella sorokiniana]
OG0001235	KAF6255974.1 hypothetical protein COO60DRAFT_1702544 [Scenedesmus sp. NREL 46B-D3]	PRW58304.1 hypothetical protein C2E21_2906 [Chlorella sorokiniana]
OG0001236	KAF6254877.1 dihydrolipoyl dehydrogenase [Scenedesmus sp. NREL 46B-D3]	PRW20622.1 Dihydrolipoyl dehydrogenase mitochondrial [Chlorella sorokiniana]
OG0001237	KAF6254633.1 hypothetical protein COO60DRAFT_1703210 [Scenedesmus sp. NREL 46B-D3], KAF6258462.1 TsaA-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6258455.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6258460.1 hypothetical protein COO60DRAFT_1518687 [Scenedesmus sp. NREL 46B-D3], KAF6258458.1 cytochrome P450 [Scenedesmus sp. NREL 46B-D3]	PRW56425.1 Nef-associated 1 [Chlorella sorokiniana]
OG0001238	KAF6258878.1 molecular chaperone [Scenedesmus sp. NREL 46B-D3]	PRW61293.1 dnaJ ERDJ2A [Chlorella sorokiniana]
OG0001239	KAF6261216.1 hypothetical protein COO60DRAFT_1636960 [Scenedesmus sp. NREL 46B-D3], KAF6263726.1 NUDIX hydrolase domain-like protein [Scenedesmus sp. NREL 46B-D3], KAF6264106.1 snare associated Golgi protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW33728.1 NUDIX hydrolase [Chlorella sorokiniana]
OG0001240	KAF6255962.1 hypothetical protein COO60DRAFT_1702585 [Scenedesmus sp. NREL 46B-D3]	PRW20228.1 AGC PKA kinase isoform A [Chlorella sorokiniana], PRW20229.1 AGC PKA kinase isoform B [Chlorella sorokiniana]
OG0001241	KAF6252380.1 hypothetical protein COO60DRAFT_1644104 [Scenedesmus sp. NREL 46B-D3]	PRW44508.1 plasma membrane [Chlorella sorokiniana], PRW55911.1 plasma membrane [Chlorella sorokiniana]
OG0001242	KAF6259290.1 hypothetical protein COO60DRAFT_1294910 [Scenedesmus sp. NREL 46B-D3]	PRW58236.1 subtilisin-like protease isoform B [Chlorella sorokiniana], PRW58235.1 subtilisin-like protease isoform A [Chlorella sorokiniana]
OG0001243	KAF6256344.1 isocitrate dehydrogenase_ NADP-dependent_ mitochondrial [Scenedesmus sp. NREL 46B-D3]	PRW58540.1 isocitrate NADP-dependent isoform A [Chlorella sorokiniana], PRW58539.1 isocitrate NADP-dependent isoform B [Chlorella sorokiniana]
OG0001244	KAF6255387.1 Aldo/keto reductase [Scenedesmus sp. NREL 46B-D3]	PRW60380.1 glyoxal reductase [Chlorella sorokiniana], PRW58428.1 aldo keto reductase [Chlorella sorokiniana]
OG0001245	KAF6260526.1 hypothetical protein COO60DRAFT_1637480 [Scenedesmus sp. NREL 46B-D3]	PRW44898.1 Potassium channel subfamily T member 2 isoform B [Chlorella sorokiniana], PRW44899.1 Potassium channel subfamily T member 2 isoform A [Chlorella sorokiniana]
OG0001246	KAF6254122.1 tRNA synthetases class I_ catalytic domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW44282.1 hypothetical protein C2E21_6666 [Chlorella sorokiniana], PRW45405.1 glutamyl-tRNA synthetase isoform A [Chlorella sorokiniana], PRW45404.1 glutamyl-tRNA synthetase isoform B [Chlorella sorokiniana]
OG0001247	KAF6250805.1 hypothetical protein COO60DRAFT_1679559 [Scenedesmus sp. NREL 46B-D3], KAF6251261.1 hypothetical protein COO60DRAFT_1562023 [Scenedesmus sp. NREL 46B-D3], KAF6256947.1 hypothetical protein COO60DRAFT_1640304 [Scenedesmus sp. NREL 46B-D3], KAF6256952.1 hypothetical protein COO60DRAFT_1702079 [Scenedesmus sp. NREL 46B-D3]	PRW45135.1 hypothetical protein C2E21_6370 [Chlorella sorokiniana]
OG0001248	KAF6266557.1 hypothetical protein COO60DRAFT_1697133 [Scenedesmus sp. NREL 46B-D3]	PRW34081.1 E3 ubiquitin- ligase UPL3-like [Chlorella sorokiniana]
OG0001249	KAF6265110.1 hypothetical protein COO60DRAFT_1692284 [Scenedesmus sp. NREL 46B-D3]	PRW05812.1 Adenine guanine permease AZG1 [Chlorella sorokiniana]
OG0001250	KAF6257887.1 hypothetical protein COO60DRAFT_1175149 [Scenedesmus sp. NREL 46B-D3]	PRW56331.1 hypothetical protein C2E21_5253 [Chlorella sorokiniana]
OG0001251	KAF6257600.1 heme peroxidase-related protein [Scenedesmus sp. NREL 46B-D3], KAF6255184.1 heme peroxidase-related protein [Scenedesmus sp. NREL 46B-D3]	PRW32669.1 heme peroxidase-related [Chlorella sorokiniana]
OG0001252	KAF6250680.1 hypothetical protein COO60DRAFT_1568993_ partial [Scenedesmus sp. NREL 46B-D3], KAF6256476.1 hypothetical protein COO60DRAFT_1529374 [Scenedesmus sp. NREL 46B-D3]	PRW20753.1 mitochondrial ubiquitin ligase activator of NFKB 1 [Chlorella sorokiniana], PRW57591.1 mitochondrial ubiquitin ligase activator of NFKB 1 [Chlorella sorokiniana]
OG0001253	KAF6262894.1 hypothetical protein COO60DRAFT_1493309 [Scenedesmus sp. NREL 46B-D3], KAF6262906.1 hypothetical protein COO60DRAFT_554149 [Scenedesmus sp. NREL 46B-D3]	PRW57919.1 Nucleosome chromatin assembly complex isoform C [Chlorella sorokiniana], PRW57921.1 Nucleosome chromatin assembly complex isoform B [Chlorella sorokiniana], PRW57920.1 Nucleosome chromatin assembly complex isoform A [Chlorella sorokiniana]
OG0001254	KAF6259282.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW05778.1 Aluminum activated malate transporter family [Chlorella sorokiniana], PRW60553.1 ankyrin repeat isoform A [Chlorella sorokiniana], PRW60552.1 ankyrin repeat isoform B [Chlorella sorokiniana], PRW60551.1 ankyrin repeat isoform C [Chlorella sorokiniana]
OG0001255	KAF6258841.1 hypothetical protein COO60DRAFT_1074463 [Scenedesmus sp. NREL 46B-D3], KAF6258845.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3]	PRW20332.1 pumilio-like protein isoform B [Chlorella sorokiniana], PRW20331.1 pumilio-like protein isoform A [Chlorella sorokiniana]
OG0001256	KAF6258913.1 ribosomal protein S7e-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW20374.1 40S ribosomal S7 isoform B [Chlorella sorokiniana], PRW20375.1 40S ribosomal S7 isoform A [Chlorella sorokiniana], PRW61413.1 hypothetical protein C2E21_0658 [Chlorella sorokiniana]
OG0001257	KAF6256405.1 hypothetical protein COO60DRAFT_1529536 [Scenedesmus sp. NREL 46B-D3]	PRW56117.1 sulfotransferase isoform A [Chlorella sorokiniana], PRW56116.1 sulfotransferase isoform B [Chlorella sorokiniana]
OG0001258	KAF6259236.1 hypothetical protein COO60DRAFT_1638582 [Scenedesmus sp. NREL 46B-D3], KAF6250849.1 OPT oligopeptide transporter protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6265154.1 putative metal-nicotianamine transporter YSL6-like protein [Scenedesmus sp. NREL 46B-D3], KAF6266546.1 OPT oligopeptide transporter protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW60807.1 putative metal-nicotianamine transporter YSL6 [Chlorella sorokiniana]
OG0001259	KAF6263355.1 hypothetical protein COO60DRAFT_457112 [Scenedesmus sp. NREL 46B-D3]	PRW58020.1 CDF membrane [Chlorella sorokiniana]
OG0001260	KAF6251544.1 hypothetical protein COO60DRAFT_1704738 [Scenedesmus sp. NREL 46B-D3]	PRW59078.1 universal stress family isoform A [Chlorella sorokiniana], PRW59077.1 universal stress family isoform B [Chlorella sorokiniana]
OG0001261	KAF6264521.1 hypothetical protein COO60DRAFT_1457625 [Scenedesmus sp. NREL 46B-D3]	PRW44599.1 hypothetical protein C2E21_6703 [Chlorella sorokiniana]
OG0001261	KAF6263608.1 WLM domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW05901.1 hypothetical protein C2E21_9380 [Chlorella sorokiniana]
OG0001262	KAF6266792.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]	PRW20499.1 putative methyltransferase chloroplastic [Chlorella sorokiniana]
OG0001263	KAF6257590.1 hypothetical protein COO60DRAFT_1210744 [Scenedesmus sp. NREL 46B-D3], KAF6251912.1 hypothetical protein COO60DRAFT_1674268 [Scenedesmus sp. NREL 46B-D3], KAF6254423.1 hypothetical protein COO60DRAFT_1665172 [Scenedesmus sp. NREL 46B-D3]	PRW57378.1 hypothetical protein C2E21_4192 [Chlorella sorokiniana], PRW57206.1 receptor for egg jelly precursor [Chlorella sorokiniana]
OG0001264	KAF6252199.1 hypothetical protein COO60DRAFT_1297975 [Scenedesmus sp. NREL 46B-D3], KAF6266195.1 hypothetical protein COO60DRAFT_1291712 [Scenedesmus sp. NREL 46B-D3]	PRW57353.1 Tropinone reductase [Chlorella sorokiniana]
OG0001265	KAF6256718.1 hypothetical protein COO60DRAFT_84350 [Scenedesmus sp. NREL 46B-D3]	PRW56275.1 Spindle pole body associated [Chlorella sorokiniana], PRW33206.1 hypothetical protein C2E21_7806 [Chlorella sorokiniana]
OG0001266	KAF6260984.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]	PRW45739.1 ATP-binding cassette superfamily [Chlorella sorokiniana]
OG0001267	KAF6265786.1 hypothetical protein COO60DRAFT_762315 [Scenedesmus sp. NREL 46B-D3], KAF6253487.1 hypothetical protein COO60DRAFT_416992 [Scenedesmus sp. NREL 46B-D3]	PRW60625.1 cadherin EGF LAG seven-pass G-type receptor 3 [Chlorella sorokiniana], PRW59053.1 LRR receptor-like serine threonine- kinase GSO1 [Chlorella sorokiniana]
OG0001268	KAF6262099.1 translocon-associated protein [Scenedesmus sp. NREL 46B-D3], KAF6258563.1 interferon-related developmental regulator-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW56973.1 interferon-related developmental regulator family [Chlorella sorokiniana]
OG0001269	KAF6254312.1 S-adenosyl-L-methionine-dependent methyltransferase [Scenedesmus sp. NREL 46B-D3]	PRW56637.1 Methyltransferase type 11 [Chlorella sorokiniana], PRW45684.1 Methyltransferase type 11 [Chlorella sorokiniana]
OG0001270	KAF6255128.1 hypothetical protein COO60DRAFT_1702962 [Scenedesmus sp. NREL 46B-D3]	PRW32970.1 hypothetical protein C2E21_7987 [Chlorella sorokiniana], PRW44371.1 hypothetical protein C2E21_6505 [Chlorella sorokiniana], PRW44370.1 hypothetical protein C2E21_6505 [Chlorella sorokiniana]
OG0001271	KAF6259792.1 hypothetical protein COO60DRAFT_1700650 [Scenedesmus sp. NREL 46B-D3]	PRW55952.1 equilibrative nucleoside transporter [Chlorella sorokiniana]
OG0001272	KAF6251927.1 hypothetical protein COO60DRAFT_576641 [Scenedesmus sp. NREL 46B-D3]	PRW61257.1 peptidyl-prolyl cis- cyclophilin type [Chlorella sorokiniana], PRW45096.1 peptidyl-prolyl cis- cyclophilin type [Chlorella sorokiniana]
OG0001274	KAF6261522.1 sucrose-6F-phosphate phosphohydrolase-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6237640.1 hypothetical protein COO60DRAFT_1653120 [Scenedesmus sp. NREL 46B-D3], KAF6261527.1 sucrose-6F-phosphate phosphohydrolase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW56038.1 sucrose phosphatase [Chlorella sorokiniana]
OG0001275	KAF6250991.1 ER-golgi trafficking TRAPP I complex 85 kDa subunit-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6232855.1 hypothetical protein COO60DRAFT_1709627 [Scenedesmus sp. NREL 46B-D3]	PRW18320.1 trafficking particle complex subunit 8 [Chlorella sorokiniana]
OG0001276	KAF6251283.1 muts domain V-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW39283.1 mitochondrial-targeted muts 1 [Chlorella sorokiniana]
OG0001277	KAF6261979.1 hypothetical protein COO60DRAFT_1699548 [Scenedesmus sp. NREL 46B-D3]	PRW45706.1 monothiol glutaredoxin-S17-like [Chlorella sorokiniana]
OG0001277	KAF6255779.1 hypothetical protein COO60DRAFT_1462029 [Scenedesmus sp. NREL 46B-D3]	PRW60359.1 ubiquinone menaquinone biosynthesis methyltransferase [Chlorella sorokiniana]
OG0001278	KAF6265376.1 Sodium/hydrogen exchanger family-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW58736.1 sodium hydrogen exchanger 2 [Chlorella sorokiniana], PRW60759.1 Na+ H+ antiporter [Chlorella sorokiniana]
OG0001279	KAF6265982.1 FAD dependent oxidoreductase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW57777.1 N-methyltryptophan oxidase [Chlorella sorokiniana]
OG0001279	KAF6265150.1 pre-RNA processing PIH1/Nop17-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW57842.1 Cyclic nucleotide-gated ion channel 1 [Chlorella sorokiniana]
OG0001280	KAF6266199.1 hypothetical protein COO60DRAFT_441775 [Scenedesmus sp. NREL 46B-D3]	PRW05888.1 short-chain dehydrogenase isoform A [Chlorella sorokiniana], PRW05889.1 short-chain dehydrogenase isoform B [Chlorella sorokiniana], PRW56931.1 short-chain dehydrogenase [Chlorella sorokiniana]
OG0001281	KAF6253452.1 hypothetical protein COO60DRAFT_1622538 [Scenedesmus sp. NREL 46B-D3]	PRW05915.1 retinol dehydrogenase 12-like [Chlorella sorokiniana], PRW56818.1 short-chain dehydrogenase reductase SDR [Chlorella sorokiniana]
OG0001282	KAF6252340.1 tRNA-guanine_15_ transglycosylase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6250818.1 tRNA-guanine_15_ transglycosylase-like protein [Scenedesmus sp. NREL 46B-D3]	PRW32861.1 queuine tRNA-ribosyltransferase subunit QTRTD1-like [Chlorella sorokiniana], PRW33050.1 hypothetical protein C2E21_8027 [Chlorella sorokiniana]
OG0001285	KAF6260111.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6259186.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6257270.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6255166.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6255165.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6264201.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW45326.1 MFS transporter [Chlorella sorokiniana]
OG0001287	KAF6255756.1 sugar efflux transporter for intercellular exchange-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6255226.1 hypothetical protein COO60DRAFT_1272616 [Scenedesmus sp. NREL 46B-D3], KAF6244012.1 hypothetical protein COO60DRAFT_1631461 [Scenedesmus sp. NREL 46B-D3], KAF6257263.1 hypothetical protein COO60DRAFT_1640092 [Scenedesmus sp. NREL 46B-D3], KAF6258801.1 sugar efflux transporter for intercellular exchange-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW56988.1 DNA-3-methyladenine glycosylase [Chlorella sorokiniana]
OG0001289	KAF6252338.1 hypothetical protein COO60DRAFT_540504 [Scenedesmus sp. NREL 46B-D3], KAF6250992.1 inositol 1_ 3_ 4-trisphosphate 5/6-kinase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]	PRW57952.1 Inositol-tetrakisphosphate 1-kinase 1 [Chlorella sorokiniana]
OG0001292	KAF6264747.1 hypothetical protein COO60DRAFT_1698125 [Scenedesmus sp. NREL 46B-D3], KAF6264748.1 hypothetical protein COO60DRAFT_18856 [Scenedesmus sp. NREL 46B-D3], KAF6262912.1 hypothetical protein COO60DRAFT_554392 [Scenedesmus sp. NREL 46B-D3]	PRW59670.1 endosomal membrane [Chlorella sorokiniana], PRW59737.1 CTR type copper ion transporter [Chlorella sorokiniana]
OG0001293	KAF6265087.1 hypothetical protein COO60DRAFT_1114641 [Scenedesmus sp. NREL 46B-D3]	PRW60470.1 plant UBX domain-containing 8 isoform X2 [Chlorella sorokiniana]
OG0001294	KAF6254294.1 hypothetical protein COO60DRAFT_331938 [Scenedesmus sp. NREL 46B-D3], KAF6257225.1 hypothetical protein COO60DRAFT_31260 [Scenedesmus sp. NREL 46B-D3]	PRW60682.1 SMG9-like [Chlorella sorokiniana]
OG0001295	KAF6260179.1 hypothetical protein COO60DRAFT_1700419 [Scenedesmus sp. NREL 46B-D3]	PRW61082.1 ubiquitin carboxyl-terminal hydrolase 24-like isoform A [Chlorella sorokiniana], PRW61080.1 ubiquitin carboxyl-terminal hydrolase 24-like isoform D [Chlorella sorokiniana], PRW61081.1 ubiquitin carboxyl-terminal hydrolase 24-like isoform B [Chlorella sorokiniana], PRW61079.1 ubiquitin carboxyl-terminal hydrolase 24-like isoform C [Chlorella sorokiniana]
