Orthogroup	Chlorella_Sorokiniana1602	Scenedesmus_NREL
OG0000920	PRW61054.1 ENHANCED DOWNY MILDEW 2-like isoform X1 [Chlorella sorokiniana]	KAF6265699.1 exocyst complex component Sec5-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000921	PRW45378.1 hypothetical protein C2E21_6062 [Chlorella sorokiniana], PRW45712.1 epimerase [Chlorella sorokiniana]	KAF6252548.1 pyridine nucleotide binding protein [Scenedesmus sp. NREL 46B-D3]
OG0000922	PRW59336.1 Glycolipid 2-alpha-mannosyltransferase 1 [Chlorella sorokiniana]	KAF6256745.1 hypothetical protein COO60DRAFT_85532 [Scenedesmus sp. NREL 46B-D3]
OG0000923	PRW20702.1 TVP38 TMEM64 family membrane slr0305 isoform B [Chlorella sorokiniana], PRW20703.1 TVP38 TMEM64 family membrane slr0305 isoform A [Chlorella sorokiniana]	KAF6257840.1 snare associated Golgi protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6266272.1 Crt-like protein [Scenedesmus sp. NREL 46B-D3]
OG0000924	PRW45230.1 50S ribosomal L23 isoform B [Chlorella sorokiniana], PRW45229.1 50S ribosomal L23 isoform A [Chlorella sorokiniana]	KAF6263379.1 hypothetical protein COO60DRAFT_459599 [Scenedesmus sp. NREL 46B-D3], KAF6263367.1 hypothetical protein COO60DRAFT_458910 [Scenedesmus sp. NREL 46B-D3]
OG0000925	PRW18409.1 hypothetical protein C2E21_9356 [Chlorella sorokiniana]	KAF6256799.1 hypothetical protein COO60DRAFT_1702180 [Scenedesmus sp. NREL 46B-D3]
OG0000926	PRW20522.1 microtubule associated isoform A [Chlorella sorokiniana], PRW20523.1 microtubule associated isoform B [Chlorella sorokiniana]	KAF6262791.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3], KAF6262792.1 hypothetical protein COO60DRAFT_1635625 [Scenedesmus sp. NREL 46B-D3]
OG0000927	PRW57814.1 B Chain Kynurenine Aminotransferase Ii Inhibitor [Chlorella sorokiniana]	KAF6254738.1 pyridoxal phosphate-dependent transferase [Scenedesmus sp. NREL 46B-D3], KAF6254734.1 pyridoxal phosphate-dependent transferase [Scenedesmus sp. NREL 46B-D3]
OG0000928	PRW55923.1 Translin [Chlorella sorokiniana]	KAF6252200.1 fatty acyl delta4 desaturase [Scenedesmus sp. NREL 46B-D3]
OG0000929	PRW59307.1 kinase [Chlorella sorokiniana]	KAF6255149.1 HAD-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000930	PRW61484.1 RNA polymerase-associated CTR9-like protein [Chlorella sorokiniana]	KAF6252058.1 hypothetical protein COO60DRAFT_560958 [Scenedesmus sp. NREL 46B-D3]
OG0000931	PRW60456.1 DUF151 domain-containing [Chlorella sorokiniana]	KAF6264892.1 hypothetical protein COO60DRAFT_1182007 [Scenedesmus sp. NREL 46B-D3]
OG0000931	PRW60313.1 VAC14-like protein isoform X1 [Chlorella sorokiniana]	KAF6257158.1 vacuolar protein 14 C-terminal Fig4p binding-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000932	PRW59060.1 Histidine biosynthesis bifunctional chloroplastic [Chlorella sorokiniana]	KAF6265463.1 hypothetical protein COO60DRAFT_1281356 [Scenedesmus sp. NREL 46B-D3]
OG0000933	PRW60421.1 RAP domain [Chlorella sorokiniana]	KAF6257807.1 hypothetical protein COO60DRAFT_1271093 [Scenedesmus sp. NREL 46B-D3]
OG0000934	PRW20282.1 glycosyltransferase family 2 [Chlorella sorokiniana]	KAF6257880.1 nucleotide-diphospho-sugar transferase [Scenedesmus sp. NREL 46B-D3], KAF6265116.1 nucleotide-diphospho-sugar transferase [Scenedesmus sp. NREL 46B-D3]
OG0000935	PRW45006.1 Deoxycytidylate deaminase isoform B [Chlorella sorokiniana], PRW45007.1 Deoxycytidylate deaminase isoform A [Chlorella sorokiniana]	KAF6257623.1 cytidine deaminase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0000936	PRW20884.1 Nitric oxide synthase-interacting [Chlorella sorokiniana], PRW33832.1 TRPM8 channel-associated factor 2 [Chlorella sorokiniana], PRW61617.1 TRPM8 channel-associated factor 2 [Chlorella sorokiniana]	KAF6256994.1 hypothetical protein COO60DRAFT_1702037 [Scenedesmus sp. NREL 46B-D3]
OG0000937	PRW45014.1 leukotriene A-4 hydrolase isoform X1 isoform B [Chlorella sorokiniana], PRW45013.1 leukotriene A-4 hydrolase isoform X1 isoform A [Chlorella sorokiniana]	KAF6253122.1 hypothetical protein COO60DRAFT_1670207 [Scenedesmus sp. NREL 46B-D3]
OG0000938	PRW32685.1 synaptosomal-associated 23 isoform X3 [Chlorella sorokiniana], PRW32671.1 Synaptosomal-associated 25 [Chlorella sorokiniana]	KAF6264502.1 hypothetical protein COO60DRAFT_1624263 [Scenedesmus sp. NREL 46B-D3]
OG0000939	PRW32588.1 hypothetical protein C2E21_8373 [Chlorella sorokiniana], PRW56498.1 Gamma-glutamyltranspeptidase 1 [Chlorella sorokiniana], PRW56746.1 gamma-glutamyltranspeptidase 1-like [Chlorella sorokiniana]	KAF6256243.1 gamma-glutamyltranspeptidase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000940	PRW33328.1 HIT-type Zinc finger family isoform 1 [Chlorella sorokiniana]	KAF6258964.1 hypothetical protein COO60DRAFT_1058898 [Scenedesmus sp. NREL 46B-D3]
OG0000941	PRW21030.1 Diacylglycerol O-acyltransferase 2 [Chlorella sorokiniana], PRW20576.1 Diacylglycerol O-acyltransferase 2 [Chlorella sorokiniana]	KAF6264311.1 diacylglycerol acyltransferase [Scenedesmus sp. NREL 46B-D3]
OG0000942	PRW58469.1 kinesin light chain 3-like isoform X1 [Chlorella sorokiniana]	KAF6253100.1 ankyrin repeat-containing domain protein_ partial [Scenedesmus sp. NREL 46B-D3]
OG0000942	PRW58247.1 S-acyltransferase 24 [Chlorella sorokiniana]	KAF6253101.1 DHHC palmitoyltransferase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000943	PRW56626.1 tubulin-folding cofactor D [Chlorella sorokiniana], PRW56627.1 denticleless-like protein [Chlorella sorokiniana]	KAF6263485.1 armadillo-type protein [Scenedesmus sp. NREL 46B-D3]
OG0000944	PRW34060.1 MC family transporter [Chlorella sorokiniana]	KAF6258868.1 mitochondrial carrier domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000945	PRW20344.1 oxidoreductase isoform A [Chlorella sorokiniana], PRW20345.1 oxidoreductase isoform B [Chlorella sorokiniana]	KAF6253423.1 hypothetical protein COO60DRAFT_1643170 [Scenedesmus sp. NREL 46B-D3]
OG0000946	PRW20431.1 siderophore transcription factor [Chlorella sorokiniana]	KAF6254208.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6250672.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0000947	PRW58530.1 alternative oxidase [Chlorella sorokiniana]	KAF6261060.1 hypothetical protein COO60DRAFT_1700014 [Scenedesmus sp. NREL 46B-D3], KAF6252904.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6257503.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6261784.1 hypothetical protein COO60DRAFT_1699613 [Scenedesmus sp. NREL 46B-D3]
OG0000948	PRW60085.1 omega-3 fatty acid desaturase [Chlorella sorokiniana]	KAF6266645.1 chloroplast glycerolipid omega-3-fatty acid desaturase [Scenedesmus sp. NREL 46B-D3], KAF6255162.1 chloroplast glycerolipid omega-3-fatty acid desaturase [Scenedesmus sp. NREL 46B-D3], KAF6256872.1 chloroplast glycerolipid omega-3-fatty acid desaturase [Scenedesmus sp. NREL 46B-D3]
OG0000949	PRW20819.1 Metallo-dependent [Chlorella sorokiniana], PRW34094.1 Metallo-dependent [Chlorella sorokiniana]	KAF6257220.1 hypothetical protein COO60DRAFT_31057 [Scenedesmus sp. NREL 46B-D3], KAF6257221.1 hypothetical protein COO60DRAFT_31162 [Scenedesmus sp. NREL 46B-D3]
OG0000950	PRW56287.1 Beta-galactosidase isoform B [Chlorella sorokiniana], PRW56286.1 Beta-galactosidase isoform A [Chlorella sorokiniana]	KAF6254110.1 glycosyl hydrolases family 2_ TIM barrel domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000951	PRW60480.1 RE1-silencing transcription factor-like [Chlorella sorokiniana], PRW33971.1 heat shock factor HSF8-like [Chlorella sorokiniana]	KAF6266656.1 hypothetical protein COO60DRAFT_1623446 [Scenedesmus sp. NREL 46B-D3]
OG0000952	PRW59432.1 R-SNARE VAMP72-family [Chlorella sorokiniana]	KAF6254045.1 synaptobrevin-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6256075.1 hypothetical protein COO60DRAFT_1272143 [Scenedesmus sp. NREL 46B-D3], KAF6254046.1 R-SNARE protein_ VAMP72-family [Scenedesmus sp. NREL 46B-D3], KAF6254048.1 R-SNARE protein_ VAMP72-family [Scenedesmus sp. NREL 46B-D3]
OG0000953	PRW18415.1 COP9 signalosome complex subunit 2 [Chlorella sorokiniana]	KAF6266627.1 COP9 signalosome complex subunit 2-like protein [Scenedesmus sp. NREL 46B-D3]
OG0000954	PRW55975.1 nadh_ubiquinone oxidoreductase complex i intermediate-associated 30 [Chlorella sorokiniana]	KAF6261318.1 hypothetical protein COO60DRAFT_1636900 [Scenedesmus sp. NREL 46B-D3], KAF6255773.1 TPR-like protein [Scenedesmus sp. NREL 46B-D3]
OG0000955	PRW34019.1 coproporphyrinogen III oxidase [Chlorella sorokiniana], PRW59269.1 coproporphyrinogen III oxidase chloroplast precursor [Chlorella sorokiniana]	KAF6262907.1 coproporphyrinogen III oxidase precursor [Scenedesmus sp. NREL 46B-D3]
OG0000956	PRW61280.1 ubiquitin-like modifier-activating enzyme 5 [Chlorella sorokiniana]	KAF6246425.1 hypothetical protein COO60DRAFT_1204479 [Scenedesmus sp. NREL 46B-D3], KAF6258006.1 hypothetical protein COO60DRAFT_1163698 [Scenedesmus sp. NREL 46B-D3], KAF6257997.1 hypothetical protein COO60DRAFT_1270985 [Scenedesmus sp. NREL 46B-D3]
OG0000958	PRW57527.1 Yippee zincbinding isoform C [Chlorella sorokiniana], PRW57525.1 Yippee zincbinding isoform A [Chlorella sorokiniana], PRW57526.1 Yippee zincbinding isoform B [Chlorella sorokiniana]	KAF6258141.1 Yippee/Mis18 [Scenedesmus sp. NREL 46B-D3]
OG0000959	PRW57512.1 Heat shock 67B2 [Chlorella sorokiniana], PRW57370.1 EF hand domain-containing [Chlorella sorokiniana]	KAF6253797.1 outer dynein arm-docking complex subunit 3 [Scenedesmus sp. NREL 46B-D3]
OG0000960	PRW57283.1 Serine threonine- kinase STY46 [Chlorella sorokiniana]	KAF6263206.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000961	PRW56647.1 DNA-directed RNA polymerase III subunit RPC5 isoform B [Chlorella sorokiniana], PRW56646.1 DNA-directed RNA polymerase III subunit RPC5 isoform A [Chlorella sorokiniana]	KAF6256966.1 Sin-like protein conserved region-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000962	PRW56521.1 ABC transporter F family member 4 isoform B [Chlorella sorokiniana], PRW56522.1 ABC transporter F family member 4 isoform A [Chlorella sorokiniana]	KAF6266681.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0000963	PRW45375.1 Patatin-like phospholipase domain-containing 1 [Chlorella sorokiniana]	KAF6253994.1 hypothetical protein COO60DRAFT_1703556 [Scenedesmus sp. NREL 46B-D3]
OG0000964	PRW58937.1 flagellar associated [Chlorella sorokiniana]	KAF6253299.1 hypothetical protein COO60DRAFT_432078 [Scenedesmus sp. NREL 46B-D3], KAF6263378.1 hypothetical protein COO60DRAFT_459573 [Scenedesmus sp. NREL 46B-D3]
OG0000964	PRW58010.1 PHD and RING finger domain-containing 1 [Chlorella sorokiniana]	KAF6263376.1 hypothetical protein COO60DRAFT_459297 [Scenedesmus sp. NREL 46B-D3]
OG0000965	PRW34041.1 RNA polymerase sigma factor [Chlorella sorokiniana]	KAF6254710.1 chloroplast RPOD [Scenedesmus sp. NREL 46B-D3]
OG0000966	PRW33151.1 methyltransferase TARBP1 [Chlorella sorokiniana]	KAF6253294.1 Alpha/beta knot methyltransferase [Scenedesmus sp. NREL 46B-D3], KAF6260973.1 hypothetical protein COO60DRAFT_830876 [Scenedesmus sp. NREL 46B-D3]
OG0000967	PRW58859.1 flavin-containing monooxygenase FMO GS-OX-like 4 [Chlorella sorokiniana]	KAF6261626.1 putative dimethylaniline monooxygenase [Scenedesmus sp. NREL 46B-D3], KAF6256908.1 hypothetical protein COO60DRAFT_1702105 [Scenedesmus sp. NREL 46B-D3]
OG0000968	PRW57979.1 ATP-dependent DNA helicase Q-like 1 isoform A [Chlorella sorokiniana], PRW57980.1 ATP-dependent DNA helicase Q-like 1 isoform B [Chlorella sorokiniana], PRW61229.1 ribulose bisphosphate carboxylase oxygenase activase [Chlorella sorokiniana]	KAF6263997.1 hypothetical protein COO60DRAFT_1663408 [Scenedesmus sp. NREL 46B-D3]
OG0000969	PRW18303.1 phagocytic receptor 1b [Chlorella sorokiniana]	KAF6261065.1 hypothetical protein COO60DRAFT_1700018 [Scenedesmus sp. NREL 46B-D3]
OG0000970	PRW33950.1 kynurenine formamidase-like isoform X1 [Chlorella sorokiniana]	KAF6256864.1 hypothetical protein COO60DRAFT_62360 [Scenedesmus sp. NREL 46B-D3]
OG0000971	PRW61538.1 MAP3K epsilon kinase 1-like isoform X2 [Chlorella sorokiniana], PRW58018.1 vacuolar sorting-associated 13B [Chlorella sorokiniana]	KAF6261100.1 hypothetical protein COO60DRAFT_1682356 [Scenedesmus sp. NREL 46B-D3]
OG0000972	PRW56243.1 NADH dehydrogenase [ubiquinone] flavo mitochondrial [Chlorella sorokiniana], PRW39281.1 NADH dehydrogenase [ubiquinone] flavo mitochondrial [Chlorella sorokiniana]	KAF6260857.1 NADH dehydrogenase flavo protein 1 [Scenedesmus sp. NREL 46B-D3]
OG0000973	PRW39144.1 calcium proton exchanger [Chlorella sorokiniana], PRW39287.1 calcium proton exchanger [Chlorella sorokiniana]	KAF6256053.1 cation exchanger 1 [Scenedesmus sp. NREL 46B-D3]
OG0000974	PRW39068.1 DEAD-box ATP-dependent RNA helicase 37-like isoform A [Chlorella sorokiniana], PRW39067.1 DEAD-box ATP-dependent RNA helicase 37-like isoform B [Chlorella sorokiniana]	KAF6260245.1 DEAD-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6242394.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0000975	PRW32976.1 Long chain acyl- synthetase peroxisomal [Chlorella sorokiniana]	KAF6255827.1 hypothetical protein COO60DRAFT_1702652 [Scenedesmus sp. NREL 46B-D3], KAF6256258.1 hypothetical protein COO60DRAFT_1530236 [Scenedesmus sp. NREL 46B-D3]
OG0000976	PRW33326.1 serine threonine- kinase receptor R831 [Chlorella sorokiniana]	KAF6265444.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0000977	PRW58195.1 disulfide-isomerase 5-4 [Chlorella sorokiniana]	KAF6260114.1 protein disulfide isomerase [Scenedesmus sp. NREL 46B-D3], KAF6254928.1 protein disulfide isomerase [Scenedesmus sp. NREL 46B-D3]
OG0000978	PRW58129.1 amidase signature enzyme [Chlorella sorokiniana]	KAF6250534.1 hypothetical protein COO60DRAFT_1299123 [Scenedesmus sp. NREL 46B-D3], KAF6240406.1 hypothetical protein COO60DRAFT_334013_ partial [Scenedesmus sp. NREL 46B-D3]
OG0000979	PRW58649.1 phospholipid n-methyltransferase [Chlorella sorokiniana], PRW58253.1 glutamate 5-kinase isoform X1 [Chlorella sorokiniana]	KAF6264303.1 hypothetical protein COO60DRAFT_175043 [Scenedesmus sp. NREL 46B-D3]
OG0000979	PRW33121.1 voltage-gated potassium channel [Chlorella sorokiniana]	KAF6264302.1 hypothetical protein COO60DRAFT_175056 [Scenedesmus sp. NREL 46B-D3]
OG0000980	PRW58561.1 RNA polymerase-associated LEO1 isoform X1 [Chlorella sorokiniana]	KAF6250371.1 Leo1-like protein-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000980	PRW58557.1 flagellar associated [Chlorella sorokiniana]	KAF6259753.1 hypothetical protein COO60DRAFT_1511886 [Scenedesmus sp. NREL 46B-D3]
OG0000981	PRW58175.1 autophagy-related 13 [Chlorella sorokiniana]	KAF6256683.1 autophagy-related protein 13-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6256682.1 hypothetical protein COO60DRAFT_88876 [Scenedesmus sp. NREL 46B-D3]
OG0000982	PRW44512.1 CWF19 2 [Chlorella sorokiniana]	KAF6257566.1 hypothetical protein COO60DRAFT_1695670 [Scenedesmus sp. NREL 46B-D3], KAF6257565.1 major facilitator superfamily domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6266653.1 CwfJ C-terminus 1-domain-containing protein-like protein [Scenedesmus sp. NREL 46B-D3]
OG0000983	PRW45109.1 glycine oxidase isoform X1 isoform B [Chlorella sorokiniana], PRW45110.1 glycine oxidase isoform X1 isoform A [Chlorella sorokiniana], PRW59188.1 FAD-dependent oxidoreductase domain-containing 1 [Chlorella sorokiniana]	KAF6265606.1 oxidoreductase [Scenedesmus sp. NREL 46B-D3]
OG0000984	PRW05837.1 myosin heavy class XI isoform B [Chlorella sorokiniana], PRW05838.1 myosin heavy class XI isoform A [Chlorella sorokiniana]	KAF6253831.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6248952.1 type XI myosin heavy chain MyoA [Scenedesmus sp. NREL 46B-D3]
OG0000985	PRW55944.1 serine threonine- phosphatase 7 [Chlorella sorokiniana], PRW05857.1 Serine threonine- phosphatase 7 [Chlorella sorokiniana]	KAF6259550.1 Metallo-dependent phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6259583.1 Metallo-dependent phosphatase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0000986	PRW57547.1 5 -nucleotidase [Chlorella sorokiniana], PRW59853.1 5 -nucleotidase [Chlorella sorokiniana]	KAF6251135.1 Metallo-dependent phosphatase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0000987	PRW59672.1 chaperone chloroplastic-like [Chlorella sorokiniana]	KAF6264740.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0000988	PRW60132.1 60S ribosomal L15 [Chlorella sorokiniana]	KAF6251292.1 ribosomal protein L15 [Scenedesmus sp. NREL 46B-D3], KAF6254531.1 hypothetical protein COO60DRAFT_311701 [Scenedesmus sp. NREL 46B-D3]
OG0000989	PRW56755.1 ubiquinone biosynthesis mitochondrial [Chlorella sorokiniana]	KAF6261896.1 hypothetical protein COO60DRAFT_713313 [Scenedesmus sp. NREL 46B-D3]
OG0000990	PRW60607.1 40S ribosomal S21-2 [Chlorella sorokiniana]	KAF6256065.1 hypothetical protein COO60DRAFT_1531211 [Scenedesmus sp. NREL 46B-D3]
OG0000991	PRW60312.1 Bet v1 [Chlorella sorokiniana]	KAF6264662.1 Bet v1-like protein [Scenedesmus sp. NREL 46B-D3]
OG0000992	PRW60461.1 DNAJ heat shock family [Chlorella sorokiniana], PRW60603.1 CBS domain-containing mitochondrial [Chlorella sorokiniana]	KAF6261831.1 hypothetical protein COO60DRAFT_724757 [Scenedesmus sp. NREL 46B-D3]
OG0000993	PRW58065.1 Argininosuccinate synthase isoform A [Chlorella sorokiniana], PRW58066.1 Argininosuccinate synthase isoform B [Chlorella sorokiniana]	KAF6262860.1 argininosuccinate synthase [Scenedesmus sp. NREL 46B-D3]
OG0000994	PRW33813.1 putative lactoylglutathione chloroplastic [Chlorella sorokiniana]	KAF6250520.1 Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase [Scenedesmus sp. NREL 46B-D3], KAF6258009.1 Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase [Scenedesmus sp. NREL 46B-D3]
OG0000995	PRW56699.1 hypothetical protein C2E21_4842 [Chlorella sorokiniana]	KAF6255695.1 hypothetical protein COO60DRAFT_1296468 [Scenedesmus sp. NREL 46B-D3]
OG0000996	PRW61047.1 glycosyl transferase [Chlorella sorokiniana]	KAF6253716.1 acyl transferase/acyl hydrolase/lysophospholipase [Scenedesmus sp. NREL 46B-D3]
OG0000997	PRW57785.1 endoplasmic reticulum mannosyl-oligosaccharide 1_2-alpha-mannosidase isoform B [Chlorella sorokiniana], PRW57784.1 endoplasmic reticulum mannosyl-oligosaccharide 1_2-alpha-mannosidase isoform A [Chlorella sorokiniana]	KAF6260846.1 RmlC-like cupin domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0000998	PRW56296.1 threonylcarbamoyladenosine tRNA methylthiotransferase [Chlorella sorokiniana]	KAF6265384.1 CDK5 regulatory subunit-associated protein 1-like 1-like protein [Scenedesmus sp. NREL 46B-D3]
OG0000998	PRW56345.1 glycosyltransferase-like protein [Chlorella sorokiniana]	KAF6264437.1 hypothetical protein COO60DRAFT_1698269 [Scenedesmus sp. NREL 46B-D3]
OG0000999	PRW18312.1 MFS transporter [Chlorella sorokiniana]	KAF6266044.1 hypothetical protein COO60DRAFT_1633104 [Scenedesmus sp. NREL 46B-D3], KAF6255340.1 hypothetical protein COO60DRAFT_1627563 [Scenedesmus sp. NREL 46B-D3], KAF6253853.1 hypothetical protein COO60DRAFT_384108 [Scenedesmus sp. NREL 46B-D3]
OG0001000	PRW61175.1 DEK-like isoform X2 isoform A [Chlorella sorokiniana], PRW61174.1 DEK-like isoform X2 isoform B [Chlorella sorokiniana]	KAF6256048.1 hypothetical protein COO60DRAFT_1640993 [Scenedesmus sp. NREL 46B-D3], KAF6257059.1 hypothetical protein COO60DRAFT_1640237 [Scenedesmus sp. NREL 46B-D3]
OG0001002	PRW33990.1 hypothetical protein C2E21_7448 [Chlorella sorokiniana]	KAF6263128.1 hypothetical protein COO60DRAFT_1491914 [Scenedesmus sp. NREL 46B-D3]
OG0001002	PRW58170.1 Translation initiation factor IF-3 [Chlorella sorokiniana]	KAF6254133.1 hypothetical protein COO60DRAFT_352674 [Scenedesmus sp. NREL 46B-D3]
OG0001003	PRW60783.1 Trehalase [Chlorella sorokiniana], PRW32561.1 putative trehalase [Chlorella sorokiniana]	KAF6257660.1 hypothetical protein COO60DRAFT_1639760 [Scenedesmus sp. NREL 46B-D3], KAF6257659.1 trehalase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001004	PRW34102.1 Dual specificity phosphatase 1 isoform 2 [Chlorella sorokiniana]	KAF6251203.1 protein-tyrosine phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6263442.1 protein-tyrosine phosphatase-like protein [Scenedesmus sp. NREL 46B-D3], KAF6263441.1 protein-tyrosine phosphatase-like protein [Scenedesmus sp. NREL 46B-D3]
OG0001005	PRW57905.1 hypothetical protein C2E21_3448 [Chlorella sorokiniana]	KAF6256561.1 hypothetical protein COO60DRAFT_1640633 [Scenedesmus sp. NREL 46B-D3]
OG0001005	PRW57801.1 putative prolyl 4-hydroxylase 9 [Chlorella sorokiniana]	KAF6266337.1 hypothetical protein COO60DRAFT_447587 [Scenedesmus sp. NREL 46B-D3], KAF6264071.1 hypothetical protein COO60DRAFT_270613 [Scenedesmus sp. NREL 46B-D3], KAF6259700.1 hypothetical protein COO60DRAFT_980324 [Scenedesmus sp. NREL 46B-D3], KAF6264649.1 hypothetical protein COO60DRAFT_1483800 [Scenedesmus sp. NREL 46B-D3]
OG0001006	PRW56830.1 chitobiosyldiphosphodolichol beta-mannosyltransferase-like isoform X1 [Chlorella sorokiniana], PRW56488.1 glyoxysomal fatty acid beta-oxidation multifunctional MFP-a [Chlorella sorokiniana]	KAF6264228.1 hypothetical protein COO60DRAFT_225072 [Scenedesmus sp. NREL 46B-D3], KAF6264227.1 hypothetical protein COO60DRAFT_1486501_ partial [Scenedesmus sp. NREL 46B-D3]
OG0001007	PRW61486.1 CPD photolyase isoform C [Chlorella sorokiniana], PRW61487.1 CPD photolyase isoform B [Chlorella sorokiniana]	KAF6251188.1 kinase-like domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6258166.1 casein kinase II catalytic subunit [Scenedesmus sp. NREL 46B-D3], KAF6261183.1 casein kinase II catalytic subunit [Scenedesmus sp. NREL 46B-D3]
OG0001008	PRW33625.1 Triosephosphate cytosolic [Chlorella sorokiniana], PRW39309.1 triosephosphate isomerase [Chlorella sorokiniana]	KAF6252271.1 Triosephosphate isomerase [Scenedesmus sp. NREL 46B-D3]
OG0001010	PRW59391.1 UDP-glucose dehydrogenase [Chlorella sorokiniana], PRW61304.1 UDP-glucose dehydrogenase [Chlorella sorokiniana]	KAF6264477.1 UDP-glucose dehydrogenase [Scenedesmus sp. NREL 46B-D3], KAF6259020.1 UDP-glucose dehydrogenase [Scenedesmus sp. NREL 46B-D3]
OG0001011	PRW20779.1 IAA-amino acid hydrolase ILR1-like 3 [Chlorella sorokiniana]	KAF6258480.1 hypothetical protein COO60DRAFT_1518753 [Scenedesmus sp. NREL 46B-D3]
OG0001012	PRW44844.1 prolyl endopeptidase-like isoform B [Chlorella sorokiniana], PRW44843.1 prolyl endopeptidase-like isoform A [Chlorella sorokiniana]	KAF6263009.1 prolyl oligopeptidase [Scenedesmus sp. NREL 46B-D3], KAF6261715.1 prolyl oligopeptidase [Scenedesmus sp. NREL 46B-D3]
OG0001013	PRW58204.1 GTP-binding protein [Chlorella sorokiniana]	KAF6253088.1 hypothetical protein COO60DRAFT_1703979 [Scenedesmus sp. NREL 46B-D3], KAF6260370.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3], KAF6256072.1 P-loop containing nucleoside triphosphate hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0001014	PRW44593.1 CAAX amino terminal protease family [Chlorella sorokiniana]	KAF6262178.1 CAAX protease self-immunity-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001014	PRW57354.1 DUF563 domain [Chlorella sorokiniana]	KAF6251472.1 hypothetical protein COO60DRAFT_616602 [Scenedesmus sp. NREL 46B-D3]
OG0001015	PRW59055.1 N-terminal glutamine amidohydrolase [Chlorella sorokiniana]	KAF6250670.1 hypothetical protein COO60DRAFT_759816 [Scenedesmus sp. NREL 46B-D3], KAF6254210.1 N-terminal glutamine amidase-domain-containing protein [Scenedesmus sp. NREL 46B-D3]
OG0001016	PRW60509.1 ribulose-1_5-bisphosphate carboxylase/oxygenase small subunit [Chlorella sorokiniana], PRW60779.1 ribulose bisphosphate small subunit precursor [Chlorella sorokiniana]	KAF6250771.1 ribulose-bisphosphate carboxylase small subunit [Scenedesmus sp. NREL 46B-D3]
OG0001017	PRW59847.1 2-hydroxy-6-oxo-6-phenylhexa-2_4-dienoate hydrolase [Chlorella sorokiniana], PRW60777.1 2-hydroxy-6-oxo-6-phenylhexa-2_4-dienoate hydrolase [Chlorella sorokiniana]	KAF6255806.1 Alpha/Beta hydrolase protein [Scenedesmus sp. NREL 46B-D3]
OG0001018	PRW45152.1 spermatogenesis-associated 20 [Chlorella sorokiniana]	KAF6251179.1 hypothetical protein COO60DRAFT_666116 [Scenedesmus sp. NREL 46B-D3]
OG0001019	PRW32934.1 Elongation factor 4 [Chlorella sorokiniana]	KAF6262155.1 E1-E2 ATPase-domain-containing protein [Scenedesmus sp. NREL 46B-D3], KAF6256632.1 plasma membrane hydrogen ATPase [Scenedesmus sp. NREL 46B-D3]
